result_id,study,trial_id,comparison_id,intervention,comparator,modality,comparator_class,family,outcome,window,population,n_i,n_c,mean_i,sd_i,mean_c,sd_c,events_i,events_c,unit,data_type,source_location,source_quote,source_pdf,source_sha256,source_qc,legacy_eligibility,decision,rationale,models,factor,comparator_class_v34,comparator_adjudication
AUDIT-0084,Yang 2020,Yang_2020,V34_B1_083,EA group,UC group,EA,Usual care,PONV,Vomiting incidence,24–48 h after surgery,Available-case,29.0,28.0,,,,,0.0,0.0,participants,Events/total,e920648-6; Table 4,24–48 h after surgery: Vomiting [incidence; n (%)] 0 ... 0 ... –,TEAS EA Verification/Source PDFs/covidence_464_verified.pdf,74195fd297db01dd46bc70ce30960d6ada974359a832f17219120a2cb8491d14,NOT REPORTED,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
AUDIT-0085,Yang 2020,Yang_2020,V34_B1_084,EA group,UC group,EA,Usual care,Pain,Static pain VAS,24–48 h after surgery,Available-case,29.0,28.0,,,,,,,VAS 0-10,Median/IQR,e920648-6; Table 4,24–48 h after surgery: Static pain VAS* 2 (2–3) 2 (2–3) 0.930,TEAS EA Verification/Source PDFs/covidence_464_verified.pdf,74195fd297db01dd46bc70ce30960d6ada974359a832f17219120a2cb8491d14,"The paper labels these as static and dynamic pain, not rest/movement with further operational detail.",NARRATIVE ONLY,HOLD,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion.",,1,,
AUDIT-0086,Yang 2020,Yang_2020,V34_B1_085,EA group,UC group,EA,Usual care,Pain,Dynamic pain VAS,24–48 h after surgery,Available-case,29.0,28.0,,,,,,,VAS 0-10,Median/IQR,e920648-6; Table 4,24–48 h after surgery: Dynamic pain VAS* 3 (3–3) 3 (3–3) 0.401,TEAS EA Verification/Source PDFs/covidence_464_verified.pdf,74195fd297db01dd46bc70ce30960d6ada974359a832f17219120a2cb8491d14,"The paper labels these as static and dynamic pain, not rest/movement with further operational detail.",NARRATIVE ONLY,HOLD,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion.",,1,,
AUDIT-0087,Yang 2020,Yang_2020,V34_B1_086,EA group,UC group,EA,Usual care,PONV,Nausea severity score,48–72 h after surgery,Available-case,29.0,28.0,,,,,,,4-point rating scale 0-3,Other (describe),e920648-6; Table 4,48–72 h after surgery: Nausea score* 0 0 –,TEAS EA Verification/Source PDFs/covidence_464_verified.pdf,74195fd297db01dd46bc70ce30960d6ada974359a832f17219120a2cb8491d14,"Table 4 footnote states starred continuous outcomes are median (quartile range). Where the table prints only '0' without a parenthetical range, dispersion is not reported.",HOLD,HOLD,Source ambiguity or unavailable required statistic: Nonstandard or incomplete statistic; no inferred quantities.,,1,,
AUDIT-0088,Yang 2020,Yang_2020,V34_B1_087,EA group,UC group,EA,Usual care,PONV,Vomiting severity score,48–72 h after surgery,Available-case,29.0,28.0,,,,,,,4-point rating scale 0-3,Other (describe),e920648-6; Table 4,48–72 h after surgery: Vomiting score* 0 0 –,TEAS EA Verification/Source PDFs/covidence_464_verified.pdf,74195fd297db01dd46bc70ce30960d6ada974359a832f17219120a2cb8491d14,"Table 4 footnote states starred continuous outcomes are median (quartile range). Where the table prints only '0' without a parenthetical range, dispersion is not reported.",HOLD,HOLD,Source ambiguity or unavailable required statistic: Nonstandard or incomplete statistic; no inferred quantities.,,1,,
AUDIT-0089,Yang 2020,Yang_2020,V34_B1_088,EA group,UC group,EA,Usual care,PONV,Nausea incidence,48–72 h after surgery,Available-case,29.0,28.0,,,,,0.0,0.0,participants,Events/total,e920648-6; Table 4,48–72 h after surgery: Nausea [incidence; n (%)] 0 ... 0 ... –,TEAS EA Verification/Source PDFs/covidence_464_verified.pdf,74195fd297db01dd46bc70ce30960d6ada974359a832f17219120a2cb8491d14,NOT REPORTED,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
AUDIT-0090,Yang 2020,Yang_2020,V34_B1_089,EA group,UC group,EA,Usual care,PONV,Vomiting incidence,48–72 h after surgery,Available-case,29.0,28.0,,,,,0.0,0.0,participants,Events/total,e920648-6; Table 4,48–72 h after surgery: Vomiting [incidence; n (%)] 0 ... 0 ... –,TEAS EA Verification/Source PDFs/covidence_464_verified.pdf,74195fd297db01dd46bc70ce30960d6ada974359a832f17219120a2cb8491d14,NOT REPORTED,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
AUDIT-0091,Yang 2020,Yang_2020,V34_B1_090,EA group,UC group,EA,Usual care,Pain,Static pain VAS,48–72 h after surgery,Available-case,29.0,28.0,,,,,,,VAS 0-10,Median/IQR,e920648-6; Table 4,48–72 h after surgery: Static pain VAS* 3 (2–3) 3 (2–3) 0.703,TEAS EA Verification/Source PDFs/covidence_464_verified.pdf,74195fd297db01dd46bc70ce30960d6ada974359a832f17219120a2cb8491d14,"The paper labels these as static and dynamic pain, not rest/movement with further operational detail.",NARRATIVE ONLY,HOLD,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion.",,1,,
AUDIT-0092,Yang 2020,Yang_2020,V34_B1_091,EA group,UC group,EA,Usual care,Pain,Dynamic pain VAS,48–72 h after surgery,Available-case,29.0,28.0,,,,,,,VAS 0-10,Median/IQR,e920648-6; Table 4,48–72 h after surgery: Dynamic pain VAS* 3 (3–3) 3 (3–3) 0.079,TEAS EA Verification/Source PDFs/covidence_464_verified.pdf,74195fd297db01dd46bc70ce30960d6ada974359a832f17219120a2cb8491d14,"The paper labels these as static and dynamic pain, not rest/movement with further operational detail.",NARRATIVE ONLY,HOLD,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion.",,1,,
AUDIT-0093,Yang 2020,Yang_2020,V34_B1_092,EA group,UC group,EA,Usual care,Functional recovery,Time to out-of-bed activity,Postoperative,Available-case,29.0,28.0,11.2,1.0,13.0,3.5,,,hours,Mean/SD,e920648-6; Table 4,Time to out-of-bed activity (h)# 11.2±1.0 13±3.5 0.5,TEAS EA Verification/Source PDFs/covidence_464_verified.pdf,74195fd297db01dd46bc70ce30960d6ada974359a832f17219120a2cb8491d14,NOT REPORTED,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
AUDIT-0094,Yang 2020,Yang_2020,V34_B1_093,EA group,UC group,EA,Usual care,Length of stay,Hospital stay,Postoperative hospitalization,Available-case,29.0,28.0,6.1,2.15,6.5,2.05,,,days,Mean/SD,e920648-6; Table 4,Hospital stay (d)# 6.1±2.15 6.5±2.05 0.442,TEAS EA Verification/Source PDFs/covidence_464_verified.pdf,74195fd297db01dd46bc70ce30960d6ada974359a832f17219120a2cb8491d14,NOT REPORTED,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
AUDIT-0095,Pan 2023,Pan_2023,V34_B1_094,Group T — TEAS,Group C — control,TEAS,Usual care,Pain,NRS in the mobile state,1 h after operation,Unstated,52.0,53.0,,,,,,,NRS 0-10,Other (describe),p. 815; Table 7,NRS 1h 2 (1.4) 3 (2.4) 0.04*,TEAS EA Verification/Source PDFs/getfile.php-4.pdf,7f51a98abb60112923a7996495bc8d143af74aa710175a70c29894b62a64479d,Results text specifies the NRS was assessed 'while in the mobile state'. Table prints parenthetical values but does not label them as SD/IQR in Table 7; statistic type therefore left as Other (describe).,HOLD,HOLD,"Source ambiguity or unavailable required statistic: Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC.",,1,,
AUDIT-0096,Pan 2023,Pan_2023,V34_B1_095,Group T — TEAS,Group C — control,TEAS,Usual care,Pain,NRS in the mobile state,24 h after operation,Unstated,52.0,53.0,,,,,,,NRS 0-10,Other (describe),p. 815; Table 7,NRS 24h 2 (2.3) 3 (3.4) 0.00*,TEAS EA Verification/Source PDFs/getfile.php-4.pdf,7f51a98abb60112923a7996495bc8d143af74aa710175a70c29894b62a64479d,Results text specifies the NRS was assessed 'while in the mobile state'. Table prints parenthetical values but does not label them as SD/IQR in Table 7; statistic type therefore left as Other (describe).,HOLD,HOLD,"Source ambiguity or unavailable required statistic: Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC.",,1,,
AUDIT-0097,Pan 2023,Pan_2023,V34_B1_096,Group T — TEAS,Group C — control,TEAS,Usual care,Pain,Resting pain,Postoperative,Unstated,52.0,53.0,,,,,,,NRS 0-10,Other (describe),pp. 810–816; Methods + Tables 6–7,The NRS score while in the mobile state was significantly lower in Group T at 1 hour and at 24 hours after operation (Table 7).,TEAS EA Verification/Source PDFs/getfile.php-4.pdf,7f51a98abb60112923a7996495bc8d143af74aa710175a70c29894b62a64479d,A separate resting-pain outcome is not reported.,NOT REPORTED,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
AUDIT-0098,Pan 2023,Pan_2023,V34_B1_097,Group T — TEAS,Group C — control,TEAS,Usual care,Pain,PACU highest NRS score,PACU,Unstated,52.0,53.0,,,,,,,NRS 0-10,Other (describe),p. 815; Table 6,PACU highest NRS score 0 (0.1) 0 (0.2) 0.00*,TEAS EA Verification/Source PDFs/getfile.php-4.pdf,7f51a98abb60112923a7996495bc8d143af74aa710175a70c29894b62a64479d,The table does not define the parenthetical statistic for this row; do not assume SD or IQR.,HOLD,HOLD,"Source ambiguity or unavailable required statistic: Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC.",,1,,
AUDIT-0099,Pan 2023,Pan_2023,V34_B1_098,Group T — TEAS,Group C — control,TEAS,Usual care,PONV,Vomiting incidence,1 h after operation,Unstated,52.0,53.0,,,,,2.0,3.0,participants,Events/total,p. 815; Table 7,Vomiting at 1h 2 (4) 3 (6) 0.66,TEAS EA Verification/Source PDFs/getfile.php-4.pdf,7f51a98abb60112923a7996495bc8d143af74aa710175a70c29894b62a64479d,The table reports counts and rounded percentages.,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
AUDIT-0100,Pan 2023,Pan_2023,V34_B1_099,Group T — TEAS,Group C — control,TEAS,Usual care,PONV,Vomiting incidence,Within 24 h after operation,Unstated,52.0,53.0,,,,,9.0,19.0,participants,Events/total,p. 815; Table 7,Vomiting at 24h 9 (17) 19 (36) 0.03*,TEAS EA Verification/Source PDFs/getfile.php-4.pdf,7f51a98abb60112923a7996495bc8d143af74aa710175a70c29894b62a64479d,The table reports counts and rounded percentages.,INCLUDE,INCLUDE,v36: Pan2023 no-TEAS control; supportive comparison.,;vomiting24_TEAS_usual,1,Usual care,"Pan 2023: ""Patients in Group C did not undergo TEAS."" No sham procedure described."
AUDIT-0101,Pan 2023,Pan_2023,V34_B1_100,Group T — TEAS,Group C — control,TEAS,Usual care,PONV,Nausea incidence,Within 24 h after operation,Unstated,52.0,53.0,,,,,,,participants,Other (describe),p. 815; Table 7,"Table 7 Comparison of NRS, the Incidence of Vomiting and Utilization Rate of Analgesic and Antiemetic Drugs in 24h Between the Two Groups",TEAS EA Verification/Source PDFs/getfile.php-4.pdf,7f51a98abb60112923a7996495bc8d143af74aa710175a70c29894b62a64479d,Nausea is discussed generally but is not separately tabulated as an incidence outcome.,NOT REPORTED,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
AUDIT-0102,Pan 2023,Pan_2023,V34_B1_101,Group T — TEAS,Group C — control,TEAS,Usual care,Rescue analgesia,Participants using analgesic drugs,Within 24 h after operation,Unstated,52.0,53.0,,,,,19.0,23.0,participants,Events/total,p. 815; Table 7,Analgesic drugs (n%) 19 (37) 23 (43) 0.47,TEAS EA Verification/Source PDFs/getfile.php-4.pdf,7f51a98abb60112923a7996495bc8d143af74aa710175a70c29894b62a64479d,"The table reports use of analgesic drugs, not a drug dose or opioid amount.",HOLD,HOLD,"Source ambiguity or unavailable required statistic: Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC.",,1,,
AUDIT-0103,Pan 2023,Pan_2023,V34_B1_102,Group T — TEAS,Group C — control,TEAS,Usual care,Rescue antiemetic,Participants using antiemetic drugs,Within 24 h after operation,Unstated,52.0,53.0,,,,,25.0,34.0,participants,Events/total,p. 815; Table 7,Antiemetic drugs (n%) 25 (48) 34 (64) 0.10,TEAS EA Verification/Source PDFs/getfile.php-4.pdf,7f51a98abb60112923a7996495bc8d143af74aa710175a70c29894b62a64479d,NOT REPORTED,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
AUDIT-0104,Pan 2023,Pan_2023,V34_B1_103,Group T — TEAS,Group C — control,TEAS,Usual care,Rescue medication,Utilization of remedial drugs in PACU,PACU,Unstated,52.0,53.0,,,,,10.0,18.0,participants,Events/total,p. 815; Table 6,"The utilization rate of remedial drugs in PACU (n,%) 10 (19) 18 (34) 0.09",TEAS EA Verification/Source PDFs/getfile.php-4.pdf,7f51a98abb60112923a7996495bc8d143af74aa710175a70c29894b62a64479d,Table 6 does not specify which remedial drug(s) were used.,HOLD,HOLD,"Source ambiguity or unavailable required statistic: Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC.",,1,,
AUDIT-0105,Pan 2023,Pan_2023,V34_B1_104,Group T — TEAS,Group C — control,TEAS,Usual care,Functional recovery,Time of respiratory recovery,PACU/recovery,Unstated,52.0,53.0,10.2,2.7,10.9,3.7,,,minutes,Mean/SD,p. 815; Table 6,Time of respiratory recovery 10.2±2.7 10.9±3.7 0.22,TEAS EA Verification/Source PDFs/getfile.php-4.pdf,7f51a98abb60112923a7996495bc8d143af74aa710175a70c29894b62a64479d,NOT REPORTED,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
AUDIT-0106,Pan 2023,Pan_2023,V34_B1_105,Group T — TEAS,Group C — control,TEAS,Usual care,Functional recovery,Time of conscious,PACU/recovery,Unstated,52.0,53.0,10.7,2.7,11.3,3.8,,,minutes,Mean/SD,p. 815; Table 6,Time of conscious 10.7±2.7 11.3±3.8 0.28,TEAS EA Verification/Source PDFs/getfile.php-4.pdf,7f51a98abb60112923a7996495bc8d143af74aa710175a70c29894b62a64479d,NOT REPORTED,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
AUDIT-0107,Pan 2023,Pan_2023,V34_B1_106,Group T — TEAS,Group C — control,TEAS,Usual care,Functional recovery,Time of extubation,PACU/recovery,Unstated,52.0,53.0,11.4,3.0,12.1,3.8,,,minutes,Mean/SD,p. 815; Table 6,Time of extubation 11.4±3.0 12.1±3.8 0.27,TEAS EA Verification/Source PDFs/getfile.php-4.pdf,7f51a98abb60112923a7996495bc8d143af74aa710175a70c29894b62a64479d,NOT REPORTED,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
AUDIT-0108,Pan 2023,Pan_2023,V34_B1_107,Group T — TEAS,Group C — control,TEAS,Usual care,Functional recovery,PACU Aldrete score,PACU,Unstated,52.0,53.0,8.8,0.8,8.9,0.8,,,Aldrete points,Mean/SD,p. 815; Table 6,PACU Aldrete score 8.8±0.8 8.9±0.8 0.79,TEAS EA Verification/Source PDFs/getfile.php-4.pdf,7f51a98abb60112923a7996495bc8d143af74aa710175a70c29894b62a64479d,NOT REPORTED,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
AUDIT-0109,Pan 2023,Pan_2023,V34_B1_108,Group T — TEAS,Group C — control,TEAS,Usual care,Functional recovery,PACU retention time,PACU,Unstated,52.0,53.0,50.9,20.9,52.7,17.6,,,minutes,Mean/SD,p. 815; Table 6,PACU retention time 50.9±20.9 52.7±17.6 0.62,TEAS EA Verification/Source PDFs/getfile.php-4.pdf,7f51a98abb60112923a7996495bc8d143af74aa710175a70c29894b62a64479d,NOT REPORTED,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
AUDIT-0110,Pan 2023,Pan_2023,V34_B1_109,Group T — TEAS,Group C — control,TEAS,Usual care,Length of stay,Postoperative hospitalization time,Postoperative hospitalization,Unstated,52.0,53.0,4.1,2.3,4.1,1.5,,,days,Mean/SD,p. 816; Table 9,Postoperative hospitalization time 4.1±2.3 4.1±1.5 0.88,TEAS EA Verification/Source PDFs/getfile.php-4.pdf,7f51a98abb60112923a7996495bc8d143af74aa710175a70c29894b62a64479d,NOT REPORTED,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
AUDIT-0111,Pan 2023,Pan_2023,V34_B1_110,Group T — TEAS,Group C — control,TEAS,Usual care,Functional recovery,First postoperative water intake time,Postoperative,Unstated,52.0,53.0,,,,,,,minutes,Median/IQR,p. 816; Table 9,"First postoperative water intake time (min) 698.0 (389.8,900.5) 698.0 (494.5,946.0) 0.33",TEAS EA Verification/Source PDFs/getfile.php-4.pdf,7f51a98abb60112923a7996495bc8d143af74aa710175a70c29894b62a64479d,NOT REPORTED,NARRATIVE ONLY,HOLD,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion.",,1,,
AUDIT-0112,Pan 2023,Pan_2023,V34_B1_111,Group T — TEAS,Group C — control,TEAS,Usual care,Functional recovery,First solid food tolerance time,Postoperative,Unstated,52.0,53.0,,,,,,,minutes,Median/IQR,p. 816; Table 9,"First solid food tolerance time (min) 1207.5 (998.5,1414.5) 1328.0 (1133.5,1521.5) 0.02*",TEAS EA Verification/Source PDFs/getfile.php-4.pdf,7f51a98abb60112923a7996495bc8d143af74aa710175a70c29894b62a64479d,NOT REPORTED,NARRATIVE ONLY,HOLD,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion.",,1,,
AUDIT-0113,Pan 2023,Pan_2023,V34_B1_112,Group T — TEAS,Group C — control,TEAS,Usual care,Functional recovery,Removing the catheter time,Postoperative,Unstated,52.0,53.0,,,,,,,minutes,Median/IQR,p. 816; Table 9,"Removing the catheter time (min) 1389.0 (1015.0,2505.3) 1375.0 (1148.5,2400.0) 0.76",TEAS EA Verification/Source PDFs/getfile.php-4.pdf,7f51a98abb60112923a7996495bc8d143af74aa710175a70c29894b62a64479d,NOT REPORTED,NARRATIVE ONLY,HOLD,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion.",,1,,
