priority,study,outcome,timepoint,outcome_family,rows,data_type,analysed_n_i,analysed_n_c,randomised_n_i,randomised_n_c,intervention,comparator,source_location,source_qc,eligibility,status
2 - not currently pooled,Sun 2017,TEAS-related side effects,0–48 h postoperative,Adverse events,3,Events/total,91.0,90.0,95.0,95.0,Preoperative true TEAS only (TSS),All-period sham TEAS (SSS),Clin J Pain 2017;33:344; Results text,"Specific monitored TEAS side effects included local irritation, redness, contact dermatitis and muscle ache.",INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Sun 2017,Time to first postoperative defecation,Postoperative,GI recovery,3,Mean/SD,91.0,90.0,95.0,95.0,Preoperative true TEAS only (TSS),All-period sham TEAS (SSS),Clin J Pain 2017;33:344; Table 2,NOT REPORTED,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Sun 2017,Time to first postoperative flatus,Postoperative,GI recovery,3,Mean/SD,91.0,90.0,95.0,95.0,Preoperative true TEAS only (TSS),All-period sham TEAS (SSS),Clin J Pain 2017;33:344; Table 2,NOT REPORTED,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Sun 2017,Vomiting,Within 48 h after surgery,PONV,3,Published percentage (95% CI),91.0,90.0,95.0,95.0,Preoperative true TEAS only (TSS),All-period sham TEAS (SSS),Clin J Pain 2017;33:344; Table 2,Only percentages and 95% confidence intervals are printed. Raw event counts are NOT REPORTED and were not reverse-engineered.,NARRATIVE ONLY,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Szmit 2021,Nausea incidence,Postoperative observation period; PCA/TEAS discontinued at 24 h,PONV,2,Events/total,24,24,24,24,Postoperative TEAS: bilateral LI4 + ipsilateral peri-incisional ashi points; alternating 2/100 Hz; 30 min every 2 h through 24 h,Sham TEAS: identical devices/placement with no electrical stimulation + PCA,Table 2 / postoperative adverse events,Zero events in TEAS; use events/denominators directly rather than the non-significant overall P value.,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Szmit 2021,VAS pain at discharge,At discharge; exact postoperative clock time not reported,Pain,2,Mean/SD,24,24,24,24,Postoperative TEAS: bilateral LI4 + ipsilateral peri-incisional ashi points; alternating 2/100 Hz; 30 min every 2 h through 24 h,Sham TEAS: identical devices/placement with no electrical stimulation + PCA,Table 2 / Figure 3b,Figure 3b identifies the VAS result as assessed at discharge; the exact postoperative time of discharge is not stated.,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Tu 2024,Any rescue tramadol use,6–24 h,Rescue opioid use,1,Events/total,57,58,60,60,Postoperative TEAS,Sham/no current,"Table 4 / rescue tramadol, 6–24 h",Tramadol was 10 mg IM for VAS >6; number of doses/cumulative tramadol per patient is not reported,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Tu 2024,Cumulative rescue tramadol consumption,0-24 h,Opioid consumption,1,Not reported,57,58,60,60,Postoperative TEAS,Sham/no current,Rescue analgesia section,Only number of patients receiving rescue tramadol is reported; cumulative dose is unavailable,NOT REPORTED,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Tu 2024,Nausea severity score,0–2 h after craniotomy,PONV,1,Median/IQR,57.0,58.0,60.0,60.0,Postoperative TEAS at bilateral P6,Sham TEAS / no current at bilateral P6,PDF p. 4; Table 3,"The paper describes a 4-class WHO PONV rating: 0 no nausea, 1 mild nausea/abdominal discomfort, 2 evident nausea without vomiting, 3 extreme nausea/vomiting.",NARRATIVE ONLY,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Tu 2024,Nausea severity score,2–6 h after craniotomy,PONV,1,Median/IQR,57.0,58.0,60.0,60.0,Postoperative TEAS at bilateral P6,Sham TEAS / no current at bilateral P6,PDF p. 4; Table 3,"The paper describes a 4-class WHO PONV rating: 0 no nausea, 1 mild nausea/abdominal discomfort, 2 evident nausea without vomiting, 3 extreme nausea/vomiting.",NARRATIVE ONLY,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Tu 2024,Nausea severity score,6–24 h after craniotomy,PONV,1,Median/IQR,57.0,58.0,60.0,60.0,Postoperative TEAS at bilateral P6,Sham TEAS / no current at bilateral P6,PDF p. 4; Table 3,"The paper describes a 4-class WHO PONV rating: 0 no nausea, 1 mild nausea/abdominal discomfort, 2 evident nausea without vomiting, 3 extreme nausea/vomiting.",NARRATIVE ONLY,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Tu 2024,TEAS-related adverse events,0–24 h testing period,Adverse events,1,Events/total,57.0,58.0,60.0,60.0,Postoperative TEAS at bilateral P6,Sham TEAS / no current at bilateral P6,PDF p. 4; Results §3.3,"The article prospectively listed malignant arrhythmia, abnormal blood-pressure fluctuation, fainting, serious pain and local infection as TEAS adverse events.",INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Tu 2024,Use of metoclopramide 10 mg IM,0–2 h after craniotomy,Rescue antiemetic,1,Events/total,57.0,58.0,60.0,60.0,Postoperative TEAS at bilateral P6,Sham TEAS / no current at bilateral P6,PDF p. 4; Table 4,Metoclopramide 10 mg IM was the prespecified rescue antiemetic for difficult-to-tolerate nausea/vomiting.,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Tu 2024,Use of metoclopramide 10 mg IM,2–6 h after craniotomy,Rescue antiemetic,1,Events/total,57.0,58.0,60.0,60.0,Postoperative TEAS at bilateral P6,Sham TEAS / no current at bilateral P6,PDF p. 4; Table 4,Metoclopramide 10 mg IM was the prespecified rescue antiemetic for difficult-to-tolerate nausea/vomiting.,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Tu 2024,Use of metoclopramide 10 mg IM,6–24 h after craniotomy,Rescue antiemetic,1,Events/total,57.0,58.0,60.0,60.0,Postoperative TEAS at bilateral P6,Sham TEAS / no current at bilateral P6,PDF p. 4; Table 4,Metoclopramide 10 mg IM was the prespecified rescue antiemetic for difficult-to-tolerate nausea/vomiting.,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Tu 2024,VAS pain intensity,6-24 h,Pain,1,Median/IQR,57,58,60,60,Postoperative TEAS,Sham/no current,Pain outcome 6-24 h,Subjective outcome; sensory difference between active de qi and no-current sham may affect participant masking,NARRATIVE ONLY,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Tu 2024,VAS pain intensity,0–2 h after craniotomy,Pain,1,Median/IQR,57.0,58.0,60.0,60.0,Postoperative TEAS at bilateral P6,Sham TEAS / no current at bilateral P6,PDF p. 4; Table 5,NOT REPORTED,NARRATIVE ONLY,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Tu 2024,VAS pain intensity,2–6 h after craniotomy,Pain,1,Median/IQR,57.0,58.0,60.0,60.0,Postoperative TEAS at bilateral P6,Sham TEAS / no current at bilateral P6,PDF p. 4; Table 5,NOT REPORTED,NARRATIVE ONLY,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Tu 2024,Vomiting incidence,0–2 h after craniotomy,PONV,1,Events/total,57.0,58.0,60.0,60.0,Postoperative TEAS at bilateral P6,Sham TEAS / no current at bilateral P6,PDF p. 4; Table 3,NOT REPORTED,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Wang 2023,Abdominal distension,Within 72 h after surgery,GI adverse event,1,Events/total,40.0,43.0,43.0,45.0,Nighttime TEAS,Sham/no-current TEAS,p. 715; Table 2,NOT REPORTED,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Wang 2023,Activity pain VAS,24 h,Pain,1,Graph-only mean/SD,40,43,43,45,Nighttime TEAS,Sham/no current,"Figure 4, p8",Exact 24-h activity VAS values are only shown graphically; stored derivative exact values were fabricated,GRAPH ONLY,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Wang 2023,Activity pain VAS,48 h,Pain,1,Graph only,40.0,43.0,43.0,45.0,Nighttime TEAS,Sham/no-current TEAS,p. 714; Figure 4b,Exact mean/SD values are not printed; do not estimate from the graph.,GRAPH ONLY,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Wang 2023,Activity pain VAS,72 h,Pain,1,Graph only,40.0,43.0,43.0,45.0,Nighttime TEAS,Sham/no-current TEAS,p. 714; Figure 4b,Exact mean/SD values are not printed; do not estimate from the graph.,GRAPH ONLY,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Wang 2023,Cumulative number of additional rescue-analgesia doses,0-72 h,Rescue analgesia,1,Mean/SD,40,43,43,45,Nighttime TEAS,Sham/no current,Table 2 / rescue analgesia,"Rescue drug, dose, route and opioid/non-opioid identity are not specified in the main article",INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Wang 2023,Dizziness,Within 72 h after surgery,Adverse events,1,Events/total,40.0,43.0,43.0,45.0,Nighttime TEAS,Sham/no-current TEAS,p. 715; Table 2,NOT REPORTED,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Wang 2023,Exact cumulative postoperative opioid dose,0-24 h,Opioid consumption,1,Not reported,40,43,43,45,Nighttime TEAS,Sham/no current,Postoperative analgesia outcomes,Only rescue-dose counts are reported and the rescue drug is not identified,NOT REPORTED,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Wang 2023,PONV incidence,Within 72 h after surgery,PONV,1,Events/total,40.0,43.0,43.0,45.0,Nighttime TEAS,Sham/no-current TEAS,p. 715; Table 2,NOT REPORTED,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Wang 2023,PSQI and AIS postoperative sleep quality,POD1,Sleep quality,1,Graph-only continuous data,40,43,43,45,Nighttime TEAS,Sham/no current,"Figure 3, p8",Exact POD1 means/SDs are figure-only; do not use fabricated exact AIS/PSQI values,GRAPH ONLY,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Wang 2023,PSQI and AIS postoperative sleep quality,POD3,Sleep quality,1,Graph only,40.0,43.0,43.0,45.0,Nighttime TEAS,Sham/no-current TEAS,p. 714; Figure 3,Exact numerical values are not printed; do not estimate from bar heights.,GRAPH ONLY,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Wang 2023,Postoperative hospitalization,Postoperative hospitalization,Length of stay,1,Mean/SD,40.0,43.0,43.0,45.0,Nighttime TEAS,Sham/no-current TEAS,p. 713; Table 1,NOT REPORTED,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Wang 2023,Postoperative pulmonary complications,Within 72 h after surgery,Adverse events,1,Events/total,40.0,43.0,43.0,45.0,Nighttime TEAS,Sham/no-current TEAS,p. 715; Table 2,NOT REPORTED,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Wang 2023,Rest pain VAS,24 h,Pain,1,Graph only,40.0,43.0,43.0,45.0,Nighttime TEAS,Sham/no-current TEAS,p. 714; Figure 4a,Exact mean/SD values are not printed; formal digitization would be required.,GRAPH ONLY,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Wang 2023,Rest pain VAS,48 h,Pain,1,Graph only,40.0,43.0,43.0,45.0,Nighttime TEAS,Sham/no-current TEAS,p. 714; Figure 4a,Exact mean/SD values are not printed; formal digitization would be required.,GRAPH ONLY,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Wang 2023,Rest pain VAS,72 h,Pain,1,Graph only,40.0,43.0,43.0,45.0,Nighttime TEAS,Sham/no-current TEAS,p. 714; Figure 4a,Exact mean/SD values are not printed; formal digitization would be required.,GRAPH ONLY,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Wang 2024,Any PONV over reported follow-up,0-36 h,PONV,2,Events/total,33,35,35,35,SNVP: ondansetron+dexamethasone+TEAS,SNVP: ondansetron+dexamethasone,Table 3 / total PONV,No significant overall treatment effect despite time-specific benefits,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Wang 2024,PONV incidence,0–2 h,PONV,1,Events/total,33.0,35.0,35.0,35.0,SNVP: ondansetron+dexamethasone+TEAS (SNVP-ODT),SNVP: ondansetron+dexamethasone (SNVP-OD),Breast Cancer 2024;31:931–932; Table 3,NOT REPORTED,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Wang 2024,PONV incidence,2–6 h,PONV,1,Events/total,33.0,35.0,35.0,35.0,SNVP: ondansetron+dexamethasone+TEAS (SNVP-ODT),SNVP: ondansetron+dexamethasone (SNVP-OD),Breast Cancer 2024;31:931–932; Table 3,NOT REPORTED,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Wang 2024,PONV incidence,24–36 h,PONV,2,Events/total,33.0,35.0,35.0,35.0,SNVP: ondansetron+dexamethasone+TEAS (SNVP-ODT),SNVP: ondansetron+dexamethasone (SNVP-OD),Breast Cancer 2024;31:931–932; Table 3,"For 24–36 h, the table's P value is visually split across the PDF line break as '0.08' + '5'; recorded as 0.085.",INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Wang 2024,PONV incidence,6–12 h,PONV,1,Events/total,35.0,35.0,35.0,35.0,MNVP: ondansetron+dexamethasone+TEAS (MNVP-ODT),MNVP: ondansetron+dexamethasone (MNVP-OD),Breast Cancer 2024;31:931–932; Table 3,NOT REPORTED,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Wang 2024,PONV incidence,12–24 h,PONV,1,Events/total,35.0,35.0,35.0,35.0,MNVP: ondansetron+dexamethasone+TEAS (MNVP-ODT),MNVP: ondansetron+dexamethasone (MNVP-OD),Breast Cancer 2024;31:931–932; Table 3,NOT REPORTED,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Wang 2024,Postoperative opioid consumption,0-24 h,Opioid consumption,1,Not reported,,,,,TEAS within risk strata,OD within risk strata,Postoperative analgesia section,Postoperative rescue analgesia was non-opioid flurbiprofen; no postoperative opioid-consumption endpoint,NOT REPORTED,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Wang 2024,Postoperative pain VAS,2 h,Pain,1,Other (describe),33.0,35.0,35.0,35.0,SNVP: ondansetron+dexamethasone+TEAS (SNVP-ODT),SNVP: ondansetron+dexamethasone (SNVP-OD),Breast Cancer 2024;31:928–929; Methods / Outcomes,"Outcome was measured according to Methods, but no treatment-stratum numerical pain result is reported in the accessed article. This is NOT REPORTED, not SOURCE NOT ACCESSED.",NOT REPORTED,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Wang 2024,Postoperative pain VAS,6 h,Pain,1,Other (describe),33.0,35.0,35.0,35.0,SNVP: ondansetron+dexamethasone+TEAS (SNVP-ODT),SNVP: ondansetron+dexamethasone (SNVP-OD),Breast Cancer 2024;31:928–929; Methods / Outcomes,"Outcome was measured according to Methods, but no treatment-stratum numerical pain result is reported in the accessed article. This is NOT REPORTED, not SOURCE NOT ACCESSED.",NOT REPORTED,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Wang 2024,Postoperative pain VAS,12 h,Pain,1,Other (describe),33.0,35.0,35.0,35.0,SNVP: ondansetron+dexamethasone+TEAS (SNVP-ODT),SNVP: ondansetron+dexamethasone (SNVP-OD),Breast Cancer 2024;31:928–929; Methods / Outcomes,"Outcome was measured according to Methods, but no treatment-stratum numerical pain result is reported in the accessed article. This is NOT REPORTED, not SOURCE NOT ACCESSED.",NOT REPORTED,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Wang 2024,Postoperative pain VAS,24 h,Pain,1,Other (describe),33.0,35.0,35.0,35.0,SNVP: ondansetron+dexamethasone+TEAS (SNVP-ODT),SNVP: ondansetron+dexamethasone (SNVP-OD),Breast Cancer 2024;31:928–929; Methods / Outcomes,"Outcome was measured according to Methods, but no treatment-stratum numerical pain result is reported in the accessed article. This is NOT REPORTED, not SOURCE NOT ACCESSED.",NOT REPORTED,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Wang 2024,Postoperative pain VAS,36 h,Pain,1,Other (describe),33.0,35.0,35.0,35.0,SNVP: ondansetron+dexamethasone+TEAS (SNVP-ODT),SNVP: ondansetron+dexamethasone (SNVP-OD),Breast Cancer 2024;31:928–929; Methods / Outcomes,"Outcome was measured according to Methods, but no treatment-stratum numerical pain result is reported in the accessed article. This is NOT REPORTED, not SOURCE NOT ACCESSED.",NOT REPORTED,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Wang 2024,Vomiting incidence,0–6 h combined,PONV,1,Events/total,33.0,35.0,35.0,35.0,SNVP: ondansetron+dexamethasone+TEAS (SNVP-ODT),SNVP: ondansetron+dexamethasone (SNVP-OD),"Breast Cancer 2024;31:926,931–932; Abstract + Results text",The paper does not provide separate 0–2 h and 2–6 h vomiting counts; only the combined 0–6 h comparison is reported.,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Wong 2006,Exact total opioid exposure,0-24 h,Opioid consumption,1,Not reported,13,12,13,14,Postoperative electroacupuncture,Nonpenetrating sham acupuncture,Timing/analgesia protocol,Day labels are not defined as exact consecutive 24-h windows and scheduled dextropropoxyphene contributes additional opioid exposure.,NOT REPORTED,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Wong 2006,IV PCA morphine consumption,Day 0,Opioid consumption,1,Mean/SD,13,12,13,14,Postoperative electroacupuncture,Nonpenetrating sham acupuncture,Table 2 / postoperative PCA morphine,Both groups also received scheduled oral dextropropoxyphene. Two randomized sham patients were excluded after serious postoperative complications.,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Wong 2006,IV PCA morphine consumption,Day 1,Opioid consumption,1,Mean/SD,13,12,13,14,Postoperative electroacupuncture,Nonpenetrating sham acupuncture,Table 2 / postoperative PCA morphine,Both groups also received scheduled oral dextropropoxyphene. Two randomized sham patients were excluded after serious postoperative complications.,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Wong 2006,IV PCA morphine consumption,Day 2,Opioid consumption,1,Mean/SD,13,12,13,14,Postoperative electroacupuncture,Nonpenetrating sham acupuncture,Table 2 / postoperative PCA morphine,Both groups also received scheduled oral dextropropoxyphene. Two randomized sham patients were excluded after serious postoperative complications.,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
