id	study	contrast	family	outcome	time	type	ni	nc	mi	sdi	mc	sdc	ei	ec	unit	eligibility	QC
AUDIT-0054	Zhu 2022	V34_B1_053	PONV	Nausea severity score	24–48 h after surgery	Mean/SD	98.0	101.0	0.03	0.22	0.12	0.45			4-point Likert-type severity scale 0-3	INCLUDE	Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent.
AUDIT-0055	Zhu 2022	V34_B1_054	PONV	Vomiting severity score	24–48 h after surgery	Mean/SD	98.0	101.0	0.02	0.14	0.08	0.37			4-point Likert-type severity scale 0-3	INCLUDE	Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent.
AUDIT-0056	Zhu 2022	V34_B1_055	Rescue antiemetic	Participants requiring metoclopramide rescue antiemetic	24–48 h after surgery	Events/total	98.0	101.0					2.0	7.0	participants	INCLUDE	Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Methods specify metocl
AUDIT-0057	Zhu 2022	V34_B1_056	PONV	Postoperative nausea incidence	24–48 h after surgery	Events/total	100.0	101.0					2.0	7.0	participants	INCLUDE	Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Table 2 values are per
AUDIT-0058	Zhu 2022	V34_B1_057	PONV	Postoperative vomiting incidence	24–48 h after surgery	Events/total	100.0	101.0					1.0	5.0	participants	INCLUDE	Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Table 2 values are per
AUDIT-0059	Zhu 2022	V34_B1_058	PONV	Nausea severity score	24–48 h after surgery	Mean/SD	100.0	101.0	0.04	0.28	0.12	0.45			4-point Likert-type severity scale 0-3	INCLUDE	Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent.
AUDIT-0060	Zhu 2022	V34_B1_059	PONV	Vomiting severity score	24–48 h after surgery	Mean/SD	100.0	101.0	0.02	0.2	0.08	0.37			4-point Likert-type severity scale 0-3	INCLUDE	Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent.
AUDIT-0061	Zhu 2022	V34_B1_060	Rescue antiemetic	Participants requiring metoclopramide rescue antiemetic	24–48 h after surgery	Events/total	100.0	101.0					1.0	7.0	participants	INCLUDE	Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Methods specify metocl
AUDIT-0062	Zhu 2022	V34_B1_061	PONV	Postoperative nausea incidence	48–72 h after surgery	Events/total	101.0	101.0					0.0	0.0	participants	INCLUDE	Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Counts are stated as z
AUDIT-0063	Zhu 2022	V34_B1_062	PONV	Postoperative vomiting incidence	48–72 h after surgery	Events/total	101.0	101.0					0.0	0.0	participants	INCLUDE	Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Counts are stated as z
AUDIT-0064	Zhu 2022	V34_B1_063	PONV	Postoperative nausea incidence	48–72 h after surgery	Events/total	98.0	101.0					0.0	0.0	participants	INCLUDE	Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Counts are stated as z
AUDIT-0065	Zhu 2022	V34_B1_064	PONV	Postoperative vomiting incidence	48–72 h after surgery	Events/total	98.0	101.0					0.0	0.0	participants	INCLUDE	Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Counts are stated as z
AUDIT-0066	Zhu 2022	V34_B1_065	PONV	Postoperative nausea incidence	48–72 h after surgery	Events/total	100.0	101.0					0.0	0.0	participants	INCLUDE	Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Counts are stated as z
AUDIT-0067	Zhu 2022	V34_B1_066	PONV	Postoperative vomiting incidence	48–72 h after surgery	Events/total	100.0	101.0					0.0	0.0	participants	INCLUDE	Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Counts are stated as z
AUDIT-0068	Yang 2020	V34_B1_067	GI adverse effect	Abdominal distension incidence	Postoperative; assessment window not separately stated	Events/total	29.0	28.0					9.0	11.0	participants	INCLUDE	The article reports AD as a postoperative outcome but Table 3 does not attach a distinct clock time to this summary.
AUDIT-0069	Yang 2020	V34_B1_068	GI adverse effect	Abdominal distension severity grade 0	Postoperative; assessment window not separately stated	Events/total	29.0	28.0					20.0	17.0	participants	INCLUDE	P=0.290 is the overall comparison of the AD severity distribution, not a grade-specific P value.
AUDIT-0070	Yang 2020	V34_B1_069	GI adverse effect	Abdominal distension severity grade 1	Postoperative; assessment window not separately stated	Events/total	29.0	28.0					1.0	2.0	participants	INCLUDE	P=0.290 is the overall comparison of the AD severity distribution, not a grade-specific P value.
AUDIT-0071	Yang 2020	V34_B1_070	GI adverse effect	Abdominal distension severity grade 2	Postoperative; assessment window not separately stated	Events/total	29.0	28.0					2.0	2.0	participants	INCLUDE	P=0.290 is the overall comparison of the AD severity distribution, not a grade-specific P value.
AUDIT-0072	Yang 2020	V34_B1_071	GI adverse effect	Abdominal distension severity grade 3	Postoperative; assessment window not separately stated	Events/total	29.0	28.0					6.0	7.0	participants	INCLUDE	P=0.290 is the overall comparison of the AD severity distribution, not a grade-specific P value.
AUDIT-0073	Yang 2020	V34_B1_072	GI adverse effect	Abdominal distension severity grade 4	Postoperative; assessment window not separately stated	Events/total	29.0	28.0					0.0	0.0	participants	INCLUDE	P=0.290 is the overall comparison of the AD severity distribution, not a grade-specific P value.
AUDIT-0074	Yang 2020	V34_B1_073	Rescue analgesia	Participants given rescue medication	Postoperative; exact window not stated	Events/total	29.0	28.0					5.0	7.0	participants	HOLD	Methods define rescue medication as bucinnazine 100 mg IM if VAS >3/10; Table 3 does not state a time window.
AUDIT-0075	Yang 2020	V34_B1_074	PONV	Nausea severity score	0–24 h after surgery	Median/IQR	29.0	28.0							4-point rating scale 0-3	NARRATIVE ONLY	Table 4 footnote states starred continuous outcomes are median (quartile range). Where the table prints only '0' without a parenthetical range, dispersion is not reported.
AUDIT-0076	Yang 2020	V34_B1_075	PONV	Vomiting severity score	0–24 h after surgery	Median/IQR	29.0	28.0							4-point rating scale 0-3	NARRATIVE ONLY	Table 4 footnote states starred continuous outcomes are median (quartile range). Where the table prints only '0' without a parenthetical range, dispersion is not reported.
AUDIT-0077	Yang 2020	V34_B1_076	PONV	Nausea incidence	0–24 h after surgery	Events/total	29.0	28.0					8.0	8.0	participants	INCLUDE	NOT REPORTED
AUDIT-0078	Yang 2020	V34_B1_077	PONV	Vomiting incidence	0–24 h after surgery	Events/total	29.0	28.0					5.0	7.0	participants	INCLUDE	NOT REPORTED
AUDIT-0079	Yang 2020	V34_B1_078	Pain	Static pain VAS	0–24 h after surgery	Median/IQR	29.0	28.0							VAS 0-10	NARRATIVE ONLY	The paper labels these as static and dynamic pain, not rest/movement with further operational detail.
AUDIT-0080	Yang 2020	V34_B1_079	Pain	Dynamic pain VAS	0–24 h after surgery	Median/IQR	29.0	28.0							VAS 0-10	NARRATIVE ONLY	The paper labels these as static and dynamic pain, not rest/movement with further operational detail.
AUDIT-0081	Yang 2020	V34_B1_080	PONV	Nausea severity score	24–48 h after surgery	Median/IQR	29.0	28.0							4-point rating scale 0-3	NARRATIVE ONLY	Table 4 footnote states starred continuous outcomes are median (quartile range). Where the table prints only '0' without a parenthetical range, dispersion is not reported.
AUDIT-0082	Yang 2020	V34_B1_081	PONV	Vomiting severity score	24–48 h after surgery	Other (describe)	29.0	28.0							4-point rating scale 0-3	HOLD	Table 4 footnote states starred continuous outcomes are median (quartile range). Where the table prints only '0' without a parenthetical range, dispersion is not reported.
AUDIT-0083	Yang 2020	V34_B1_082	PONV	Nausea incidence	24–48 h after surgery	Events/total	29.0	28.0					4.0	3.0	participants	INCLUDE	NOT REPORTED
AUDIT-0084	Yang 2020	V34_B1_083	PONV	Vomiting incidence	24–48 h after surgery	Events/total	29.0	28.0					0.0	0.0	participants	INCLUDE	NOT REPORTED
AUDIT-0085	Yang 2020	V34_B1_084	Pain	Static pain VAS	24–48 h after surgery	Median/IQR	29.0	28.0							VAS 0-10	NARRATIVE ONLY	The paper labels these as static and dynamic pain, not rest/movement with further operational detail.
AUDIT-0086	Yang 2020	V34_B1_085	Pain	Dynamic pain VAS	24–48 h after surgery	Median/IQR	29.0	28.0							VAS 0-10	NARRATIVE ONLY	The paper labels these as static and dynamic pain, not rest/movement with further operational detail.
AUDIT-0087	Yang 2020	V34_B1_086	PONV	Nausea severity score	48–72 h after surgery	Other (describe)	29.0	28.0							4-point rating scale 0-3	HOLD	Table 4 footnote states starred continuous outcomes are median (quartile range). Where the table prints only '0' without a parenthetical range, dispersion is not reported.
AUDIT-0088	Yang 2020	V34_B1_087	PONV	Vomiting severity score	48–72 h after surgery	Other (describe)	29.0	28.0							4-point rating scale 0-3	HOLD	Table 4 footnote states starred continuous outcomes are median (quartile range). Where the table prints only '0' without a parenthetical range, dispersion is not reported.
AUDIT-0089	Yang 2020	V34_B1_088	PONV	Nausea incidence	48–72 h after surgery	Events/total	29.0	28.0					0.0	0.0	participants	INCLUDE	NOT REPORTED
AUDIT-0090	Yang 2020	V34_B1_089	PONV	Vomiting incidence	48–72 h after surgery	Events/total	29.0	28.0					0.0	0.0	participants	INCLUDE	NOT REPORTED
AUDIT-0091	Yang 2020	V34_B1_090	Pain	Static pain VAS	48–72 h after surgery	Median/IQR	29.0	28.0							VAS 0-10	NARRATIVE ONLY	The paper labels these as static and dynamic pain, not rest/movement with further operational detail.
AUDIT-0092	Yang 2020	V34_B1_091	Pain	Dynamic pain VAS	48–72 h after surgery	Median/IQR	29.0	28.0							VAS 0-10	NARRATIVE ONLY	The paper labels these as static and dynamic pain, not rest/movement with further operational detail.
AUDIT-0093	Yang 2020	V34_B1_092	Functional recovery	Time to out-of-bed activity	Postoperative	Mean/SD	29.0	28.0	11.2	1.0	13.0	3.5			hours	INCLUDE	NOT REPORTED
AUDIT-0094	Yang 2020	V34_B1_093	Length of stay	Hospital stay	Postoperative hospitalization	Mean/SD	29.0	28.0	6.1	2.15	6.5	2.05			days	INCLUDE	NOT REPORTED
AUDIT-0095	Pan 2023	V34_B1_094	Pain	NRS in the mobile state	1 h after operation	Other (describe)	52.0	53.0							NRS 0-10	HOLD	Results text specifies the NRS was assessed 'while in the mobile state'. Table prints parenthetical values but does not label them as SD/IQR in Table 7; statistic type therefore left as Other (describ
AUDIT-0096	Pan 2023	V34_B1_095	Pain	NRS in the mobile state	24 h after operation	Other (describe)	52.0	53.0							NRS 0-10	HOLD	Results text specifies the NRS was assessed 'while in the mobile state'. Table prints parenthetical values but does not label them as SD/IQR in Table 7; statistic type therefore left as Other (describ
AUDIT-0097	Pan 2023	V34_B1_096	Pain	Resting pain	Postoperative	Other (describe)	52.0	53.0							NRS 0-10	NOT REPORTED	A separate resting-pain outcome is not reported.
AUDIT-0098	Pan 2023	V34_B1_097	Pain	PACU highest NRS score	PACU	Other (describe)	52.0	53.0							NRS 0-10	HOLD	The table does not define the parenthetical statistic for this row; do not assume SD or IQR.
AUDIT-0099	Pan 2023	V34_B1_098	PONV	Vomiting incidence	1 h after operation	Events/total	52.0	53.0					2.0	3.0	participants	INCLUDE	The table reports counts and rounded percentages.
AUDIT-0100	Pan 2023	V34_B1_099	PONV	Vomiting incidence	Within 24 h after operation	Events/total	52.0	53.0					9.0	19.0	participants	INCLUDE	The table reports counts and rounded percentages.
AUDIT-0101	Pan 2023	V34_B1_100	PONV	Nausea incidence	Within 24 h after operation	Other (describe)	52.0	53.0							participants	NOT REPORTED	Nausea is discussed generally but is not separately tabulated as an incidence outcome.
AUDIT-0102	Pan 2023	V34_B1_101	Rescue analgesia	Participants using analgesic drugs	Within 24 h after operation	Events/total	52.0	53.0					19.0	23.0	participants	HOLD	The table reports use of analgesic drugs, not a drug dose or opioid amount.
AUDIT-0103	Pan 2023	V34_B1_102	Rescue antiemetic	Participants using antiemetic drugs	Within 24 h after operation	Events/total	52.0	53.0					25.0	34.0	participants	INCLUDE	NOT REPORTED
AUDIT-0104	Pan 2023	V34_B1_103	Rescue medication	Utilization of remedial drugs in PACU	PACU	Events/total	52.0	53.0					10.0	18.0	participants	HOLD	Table 6 does not specify which remedial drug(s) were used.
AUDIT-0105	Pan 2023	V34_B1_104	Functional recovery	Time of respiratory recovery	PACU/recovery	Mean/SD	52.0	53.0	10.2	2.7	10.9	3.7			minutes	INCLUDE	NOT REPORTED
AUDIT-0106	Pan 2023	V34_B1_105	Functional recovery	Time of conscious	PACU/recovery	Mean/SD	52.0	53.0	10.7	2.7	11.3	3.8			minutes	INCLUDE	NOT REPORTED
AUDIT-0107	Pan 2023	V34_B1_106	Functional recovery	Time of extubation	PACU/recovery	Mean/SD	52.0	53.0	11.4	3.0	12.1	3.8			minutes	INCLUDE	NOT REPORTED
AUDIT-0108	Pan 2023	V34_B1_107	Functional recovery	PACU Aldrete score	PACU	Mean/SD	52.0	53.0	8.8	0.8	8.9	0.8			Aldrete points	INCLUDE	NOT REPORTED
AUDIT-0109	Pan 2023	V34_B1_108	Functional recovery	PACU retention time	PACU	Mean/SD	52.0	53.0	50.9	20.9	52.7	17.6			minutes	INCLUDE	NOT REPORTED
AUDIT-0110	Pan 2023	V34_B1_109	Length of stay	Postoperative hospitalization time	Postoperative hospitalization	Mean/SD	52.0	53.0	4.1	2.3	4.1	1.5			days	INCLUDE	NOT REPORTED
AUDIT-0111	Pan 2023	V34_B1_110	Functional recovery	First postoperative water intake time	Postoperative	Median/IQR	52.0	53.0							minutes	NARRATIVE ONLY	NOT REPORTED
AUDIT-0112	Pan 2023	V34_B1_111	Functional recovery	First solid food tolerance time	Postoperative	Median/IQR	52.0	53.0							minutes	NARRATIVE ONLY	NOT REPORTED
AUDIT-0113	Pan 2023	V34_B1_112	Functional recovery	Removing the catheter time	Postoperative	Median/IQR	52.0	53.0							minutes	NARRATIVE ONLY	NOT REPORTED
AUDIT-0114	Pan 2023	V34_B1_113	Functional recovery	First postoperative implantation activity time	Postoperative	Median/IQR	52.0	53.0							minutes	HOLD	The source literally prints 'implantation activity'; this appears likely to be a wording error, but it is preserved verbatim and not silently corrected.
AUDIT-0115	Pan 2023	V34_B1_114	Quality of recovery	Physical comfort	24 h after operation	Mean/SD	52.0	53.0	54.6	2.8	52.3	3.6			QoR-40 points	INCLUDE	NOT REPORTED
AUDIT-0116	Pan 2023	V34_B1_115	Quality of recovery	Emotional state	24 h after operation	Mean/SD	52.0	53.0	41.7	2.3	39.7	2.9			QoR-40 points	INCLUDE	NOT REPORTED
AUDIT-0117	Pan 2023	V34_B1_116	Quality of recovery	Physical independence	24 h after operation	Mean/SD	52.0	53.0	20.9	3.3	20.4	3.1			QoR-40 points	INCLUDE	NOT REPORTED
AUDIT-0118	Pan 2023	V34_B1_117	Quality of recovery	Psychological support	24 h after operation	Mean/SD	52.0	53.0	32.5	2.3	32.0	1.9			QoR-40 points	INCLUDE	NOT REPORTED
AUDIT-0119	Pan 2023	V34_B1_118	Quality of recovery	Pain subscale	24 h after operation	Mean/SD	52.0	53.0	32.9	1.3	32.0	1.5			QoR-40 points	INCLUDE	NOT REPORTED
AUDIT-0120	Pan 2023	V34_B1_119	Quality of recovery	Total QoR-40 score	24 h after operation	Mean/SD	52.0	53.0	182.7	6.9	176.4	7.1			QoR-40 points	INCLUDE	NOT REPORTED
AUDIT-0121	Lu 2022	V34_B1_120	Pain	VAS at rest	24 h after surgery	Median/range	47.0	47.0							VAS 0-10	NARRATIVE ONLY	Table header states median (min, max).
AUDIT-0122	Lu 2022	V34_B1_121	Pain	VAS at cough	24 h after surgery	Median/range	47.0	47.0							VAS 0-10	NARRATIVE ONLY	Table header states median (min, max).
AUDIT-0123	Lu 2022	V34_B1_122	Pain	VAS at rest	48 h after surgery	Median/range	47.0	47.0							VAS 0-10	NARRATIVE ONLY	Table header states median (min, max).
AUDIT-0124	Lu 2022	V34_B1_123	Pain	VAS at cough	48 h after surgery	Median/range	47.0	47.0							VAS 0-10	NARRATIVE ONLY	Table header states median (min, max).
AUDIT-0125	Lu 2022	V34_B1_124	Pain	VAS at rest	72 h after surgery	Median/range	47.0	47.0							VAS 0-10	NARRATIVE ONLY	Table header states median (min, max).
AUDIT-0126	Lu 2022	V34_B1_125	Pain	VAS at cough	72 h after surgery	Median/range	47.0	47.0							VAS 0-10	NARRATIVE ONLY	Table header states median (min, max).
AUDIT-0127	Lu 2022	V34_B1_126	PONV	PONV incidence	24 h after surgery	Events/total	47.0	47.0					30.0	22.0	participants	INCLUDE	The paper reports these as PONV at each assessment time; it does not state that these are cumulative non-overlapping intervals.
AUDIT-0128	Lu 2022	V34_B1_127	PONV	PONV incidence	48 h after surgery	Events/total	47.0	47.0					10.0	9.0	participants	INCLUDE	The paper reports these as PONV at each assessment time; it does not state that these are cumulative non-overlapping intervals.
AUDIT-0129	Lu 2022	V34_B1_128	PONV	PONV incidence	72 h after surgery	Events/total	47.0	47.0					8.0	4.0	participants	INCLUDE	The paper reports these as PONV at each assessment time; it does not state that these are cumulative non-overlapping intervals.
AUDIT-0130	Lu 2022	V34_B1_129	Quality of recovery	QoR-15 score	24 h after surgery	Median/range	47.0	47.0							QoR-15 points	HOLD	Major internal conflict: Results prose reports 24-h QoR-15 as 50.5 (IQR 42.3–61.8) vs 44.5 (IQR 35.0–57.0), P=0.04, whereas Table 3 reports the values in this row and labels them median (min,max). Bot
AUDIT-0131	Lu 2022	V34_B1_130	Quality of recovery	QoR-15 score	48 h after surgery	Median/range	47.0	47.0							QoR-15 points	NARRATIVE ONLY	Table header states median (min, max).
AUDIT-0132	Lu 2022	V34_B1_131	Quality of recovery	QoR-15 score	72 h after surgery	Median/range	47.0	47.0							QoR-15 points	NARRATIVE ONLY	Table header states median (min, max).
