lock_id,target,endpoint_stratum,study,comparison_id,intervention,comparator,outcome,time_window,data_type,n_i,n_c,mean_i,sd_i,median_i,q1_i,q3_i,events_i,mean_c,sd_c,median_c,q1_c,q3_c,events_c,unit,reported_p,derived_effect_measure,derived_effect,rob_overall,include_strict,include_sensitivity,narrative_only,author_priority,p1_disposition,analysis_action,overlap_family,hold_reason,shared_control_issue,source_qc,record_status,source_url,v34_record_id
,V34_NEW_RESULT,Pain — unspecified context,Huang 2025,V34_B2_013,Postoperative EA + ERAS,ERAS/standard care,VAS pain score,72 h,Median/range,43.0,45.0,,,2.0,,,,,,3.0,,,,VAS 0-10,<0.001,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,,"Table explicitly labels dispersion as min-max, not IQR.","SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1Pds-8nLj18yvRm3C7eQHq5fZ8rRhecQ0/view?usp=drivesdk,AUDIT-0163
,V34_NEW_RESULT,GI recovery,Huang 2025,V34_B2_014,Postoperative EA + ERAS,ERAS/standard care,I-FEED score,24 h,Median/range,43.0,45.0,,,3.0,,,,,,3.0,,,,I-FEED score,<0.001,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,,Table explicitly labels dispersion as min-max. Equal medians at 24 h do not invalidate the reported rank-test P value.,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1Pds-8nLj18yvRm3C7eQHq5fZ8rRhecQ0/view?usp=drivesdk,AUDIT-0164
,V34_NEW_RESULT,GI recovery,Huang 2025,V34_B2_015,Postoperative EA + ERAS,ERAS/standard care,I-FEED score,48 h,Median/range,43.0,45.0,,,2.0,,,,,,2.0,,,,I-FEED score,<0.001,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,,Table explicitly labels dispersion as min-max. Equal medians at 24 h do not invalidate the reported rank-test P value.,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1Pds-8nLj18yvRm3C7eQHq5fZ8rRhecQ0/view?usp=drivesdk,AUDIT-0165
,V34_NEW_RESULT,GI recovery,Huang 2025,V34_B2_016,Postoperative EA + ERAS,ERAS/standard care,I-FEED score,72 h,Median/range,43.0,45.0,,,1.0,,,,,,2.0,,,,I-FEED score,<0.001,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,,Table explicitly labels dispersion as min-max. Equal medians at 24 h do not invalidate the reported rank-test P value.,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1Pds-8nLj18yvRm3C7eQHq5fZ8rRhecQ0/view?usp=drivesdk,AUDIT-0166
,V34_NEW_RESULT,QoR-40,Huang 2025,V34_B2_017,Postoperative EA + ERAS,ERAS/standard care,QoR-40 total score,Day of discharge,Median/range,43.0,45.0,,,196.0,,,,,,192.0,,,,QoR-40 points,<0.001,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,,Table shows a higher EA score; Results prose incorrectly says QoR-40 scores were 'lower' in EA. Higher QoR-40 indicates better recovery.,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1Pds-8nLj18yvRm3C7eQHq5fZ8rRhecQ0/view?usp=drivesdk,AUDIT-0167
,V34_NEW_RESULT,LOS,Huang 2025,V34_B2_018,Postoperative EA + ERAS,ERAS/standard care,Hospital length of stay,Postoperative hospitalization,Mean/SD,43.0,45.0,6.1,1.7,,,,,6.2,1.3,,,,,days,0.793,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",,Table header states mean (SD).,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1Pds-8nLj18yvRm3C7eQHq5fZ8rRhecQ0/view?usp=drivesdk,AUDIT-0168
,V34_NEW_RESULT,Vomiting,Huang 2025,V34_B2_019,Postoperative EA + ERAS,ERAS/standard care,Vomiting,Postoperative,Events/total,43.0,45.0,,,,,,3.0,,,,,,9.0,participants,0.142,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",,Table gives postoperative vomiting without a more specific clock-time label.,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1Pds-8nLj18yvRm3C7eQHq5fZ8rRhecQ0/view?usp=drivesdk,AUDIT-0169
,V34_NEW_RESULT,Rescue analgesia,Huang 2025,V34_B2_020,Postoperative EA + ERAS,ERAS/standard care,Use of additional analgesic,Postoperative,Events/total,43.0,45.0,,,,,,1.0,,,,,,4.0,participants,0.385,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",,Methods specify ketorolac tromethamine 30 mg IM for VAS≥6 or patient request within 24 h.,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1Pds-8nLj18yvRm3C7eQHq5fZ8rRhecQ0/view?usp=drivesdk,AUDIT-0170
,V34_NEW_RESULT,GI — ileus/obstruction (separate definitions),Huang 2025,V34_B2_021,Postoperative EA + ERAS,ERAS/standard care,Bowel obstruction,Postoperative,Events/total,43.0,45.0,,,,,,1.0,,,,,,0.0,participants,0.489,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",,Postoperative bowel obstruction.,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1Pds-8nLj18yvRm3C7eQHq5fZ8rRhecQ0/view?usp=drivesdk,AUDIT-0171
,V34_NEW_RESULT,Adverse events,Huang 2025,V34_B2_022,Postoperative EA + ERAS,ERAS/standard care,Serious adverse events or fatalities,Study follow-up,Events/total,43.0,45.0,,,,,,0.0,,,,,,0.0,participants,NOT REPORTED,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",,The article also states no serious adverse events or complications related to the EA procedure were recorded.,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1Pds-8nLj18yvRm3C7eQHq5fZ8rRhecQ0/view?usp=drivesdk,AUDIT-0172
,V34_NEW_RESULT,GI — bowel sounds,Gao 2021,V34_B2_023,Postoperative TEAS,Sham/no-current TEAS,Time to first bowel sounds,Postoperative,Mean/SD,303.0,307.0,41.4,22.6,,,,,46.0,24.1,,,,,hours,.016,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",,NOT REPORTED,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1aTzgCVSlV5gorGxB7ENHTVh6pCgVW-3a/view?usp=drivesdk,AUDIT-0173
,V34_NEW_RESULT,Pain — unspecified context,Gao 2021,V34_B2_024,Postoperative TEAS,Sham/no-current TEAS,Abdominal pain score,Postoperative 72 h,Mean/SD,303.0,307.0,1.4,1.4,,,,,1.3,1.5,,,,,Score; scale not defined in main article,.555,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC.",,Main article states symptom scores/vomiting were assessed at postoperative 72 h.,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1aTzgCVSlV5gorGxB7ENHTVh6pCgVW-3a/view?usp=drivesdk,AUDIT-0174
,V34_NEW_RESULT,GI — abdominal distention,Gao 2021,V34_B2_025,Postoperative TEAS,Sham/no-current TEAS,Distention score,Postoperative 72 h,Mean/SD,303.0,307.0,1.6,0.9,,,,,1.6,0.9,,,,,Score; scale not defined in main article,.389,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC.",,Main article states symptom scores/vomiting were assessed at postoperative 72 h.,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1aTzgCVSlV5gorGxB7ENHTVh6pCgVW-3a/view?usp=drivesdk,AUDIT-0175
,V34_NEW_RESULT,Nausea severity,Gao 2021,V34_B2_026,Postoperative TEAS,Sham/no-current TEAS,Nausea score,Postoperative 72 h,Mean/SD,303.0,307.0,1.0,1.6,,,,,1.1,1.7,,,,,Score; scale not defined in main article,.624,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC.",,Main article states symptom scores/vomiting were assessed at postoperative 72 h.,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1aTzgCVSlV5gorGxB7ENHTVh6pCgVW-3a/view?usp=drivesdk,AUDIT-0176
,V34_NEW_RESULT,Vomiting,Gao 2021,V34_B2_027,Postoperative TEAS,Sham/no-current TEAS,Number of vomiting episodes,Postoperative 72 h,Mean/SD,303.0,307.0,0.0,0.5,,,,,0.0,0.1,,,,,episodes,.155,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",,Main article states symptom scores/vomiting were assessed at postoperative 72 h.,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1aTzgCVSlV5gorGxB7ENHTVh6pCgVW-3a/view?usp=drivesdk,AUDIT-0177
,V34_NEW_RESULT,GI — first defecation,Jiang 2026,V34_B2_028,Perioperative TEAS,Sham/no-current TEAS,Time to first defecation,Postoperative,Median/IQR,294.0,293.0,,,41.2,38.5,45.0,,,,46.0,42.0,52.0,,hours,<0.001,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,,The effect CI is printed in descending numerical order (−3.8 to −6.0); preserved verbatim.,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1nujlP9A_IMWUfd3HdCD2rOxTc9-I8v92/view?usp=drivesdk,AUDIT-0178
,V34_NEW_RESULT,Pain — unspecified context,Jiang 2026,V34_B2_029,Perioperative TEAS,Sham/no-current TEAS,NRS pain score,"AMBIGUOUS — single summary; Methods planned 6 h, 24 h and 48 h",Median/IQR,294.0,293.0,,,3.0,2.0,3.0,,,,3.0,2.0,3.5,,NRS 0-10,0.026,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC.",,"The paper prespecifies NRS at 6, 24 and 48 h but reports only this one numerical summary without identifying which timepoint it represents. Do not relabel as 24 h.","SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1nujlP9A_IMWUfd3HdCD2rOxTc9-I8v92/view?usp=drivesdk,AUDIT-0179
,V34_NEW_RESULT,GI — abdominal distention,Jiang 2026,V34_B2_030,Perioperative TEAS,Sham/no-current TEAS,Abdominal distention incidence,Postoperative,Events/total,294.0,293.0,,,,,,62.0,,,,,,87.0,participants,0.017,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",,NOT REPORTED,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1nujlP9A_IMWUfd3HdCD2rOxTc9-I8v92/view?usp=drivesdk,AUDIT-0180
,V34_NEW_RESULT,Healthcare utilization,Jiang 2026,V34_B2_031,Perioperative TEAS,Sham/no-current TEAS,Hospital cost,Hospitalization,Median/IQR,294.0,293.0,,,22646.44,20226.03,27808.88,,,,21957.81,20099.88,25367.38,,Chinese yuan,0.059,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,,The printed effect estimate direction does not equal the raw median difference; preserve as printed and do not recompute silently.,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1nujlP9A_IMWUfd3HdCD2rOxTc9-I8v92/view?usp=drivesdk,AUDIT-0181
,V34_NEW_RESULT,LOS,Jiang 2026,V34_B2_032,Perioperative TEAS,Sham/no-current TEAS,Postoperative hospital stay,Postoperative hospitalization,Median/IQR,294.0,293.0,,,3.0,2.0,4.0,,,,3.0,2.0,4.0,,days,0.725,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,,NOT REPORTED,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1nujlP9A_IMWUfd3HdCD2rOxTc9-I8v92/view?usp=drivesdk,AUDIT-0182
,V34_NEW_RESULT,Adverse events,Jiang 2026,V34_B2_033,Perioperative TEAS,Sham/no-current TEAS,Any postoperative complication/adverse event,Study follow-up,Events/total,294.0,293.0,,,,,,8.0,,,,,,7.0,participants,0.799,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",,Do not pool the overall adverse-event row together with its component rows in the same analysis.,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1nujlP9A_IMWUfd3HdCD2rOxTc9-I8v92/view?usp=drivesdk,AUDIT-0183
,V34_NEW_RESULT,Adverse events,Jiang 2026,V34_B2_034,Perioperative TEAS,Sham/no-current TEAS,Severe adverse events,Study follow-up,Events/total,294.0,293.0,,,,,,0.0,,,,,,0.0,participants,NOT REPORTED,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",,NOT REPORTED,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1nujlP9A_IMWUfd3HdCD2rOxTc9-I8v92/view?usp=drivesdk,AUDIT-0184
,V34_NEW_RESULT,Adverse events,Jiang 2026,V34_B2_035,Perioperative TEAS,Sham/no-current TEAS,Subcutaneous hematoma,Study follow-up,Events/total,294.0,293.0,,,,,,0.0,,,,,,0.0,participants,NOT REPORTED,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",,NOT REPORTED,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1nujlP9A_IMWUfd3HdCD2rOxTc9-I8v92/view?usp=drivesdk,AUDIT-0185
,V34_NEW_RESULT,Adverse events,Jiang 2026,V34_B2_036,Perioperative TEAS,Sham/no-current TEAS,Rubefaction,Study follow-up,Events/total,294.0,293.0,,,,,,6.0,,,,,,6.0,participants,0.995,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",,NOT REPORTED,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1nujlP9A_IMWUfd3HdCD2rOxTc9-I8v92/view?usp=drivesdk,AUDIT-0186
,V34_NEW_RESULT,Adverse events,Jiang 2026,V34_B2_037,Perioperative TEAS,Sham/no-current TEAS,Hydroderma,Study follow-up,Events/total,294.0,293.0,,,,,,2.0,,,,,,1.0,participants,0.565,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",,NOT REPORTED,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1nujlP9A_IMWUfd3HdCD2rOxTc9-I8v92/view?usp=drivesdk,AUDIT-0187
,V34_NEW_RESULT,Sleep quality,Wang 2023,V34_B2_038,Nighttime TEAS,Sham/no-current TEAS,PSQI and AIS postoperative sleep quality,POD3,Graph only,40.0,43.0,,,,,,,,,,,,,PSQI and AIS scores,<0.05 vs Sham for both instruments,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,No new graph digitization; historical digitized data require their original validation before pooling.,,Exact numerical values are not printed; do not estimate from bar heights.,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/177A4aH42GD90DhsvvtD-VOBSChBBpIWL/view?usp=drivesdk,AUDIT-0188
,V34_NEW_RESULT,Pain — rest,Wang 2023,V34_B2_039,Nighttime TEAS,Sham/no-current TEAS,Rest pain VAS,24 h,Graph only,40.0,43.0,,,,,,,,,,,,,VAS 0-10,No exact between-group P printed; no * marker in Fig. 4a,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,No new graph digitization; historical digitized data require their original validation before pooling.,,Exact mean/SD values are not printed; formal digitization would be required.,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/177A4aH42GD90DhsvvtD-VOBSChBBpIWL/view?usp=drivesdk,AUDIT-0189
,V34_NEW_RESULT,Pain — rest,Wang 2023,V34_B2_040,Nighttime TEAS,Sham/no-current TEAS,Rest pain VAS,48 h,Graph only,40.0,43.0,,,,,,,,,,,,,VAS 0-10,No exact between-group P printed; no * marker in Fig. 4a,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,No new graph digitization; historical digitized data require their original validation before pooling.,,Exact mean/SD values are not printed; formal digitization would be required.,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/177A4aH42GD90DhsvvtD-VOBSChBBpIWL/view?usp=drivesdk,AUDIT-0190
,V34_NEW_RESULT,Pain — rest,Wang 2023,V34_B2_041,Nighttime TEAS,Sham/no-current TEAS,Rest pain VAS,72 h,Graph only,40.0,43.0,,,,,,,,,,,,,VAS 0-10,>0.05 (Results text),,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,No new graph digitization; historical digitized data require their original validation before pooling.,,Exact mean/SD values are not printed; formal digitization would be required.,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/177A4aH42GD90DhsvvtD-VOBSChBBpIWL/view?usp=drivesdk,AUDIT-0191
