Canonical study,Comparison ID,Intervention arm,Comparator arm,Outcome family,Outcome/result,Timepoint/window,Data type,Randomized n intervention,Randomized n comparator,Analyzed n intervention,Analyzed n comparator,Mean intervention,SD intervention,Median intervention,Q1 intervention,Q3 intervention,Events intervention,Mean comparator,SD comparator,Median comparator,Q1 comparator,Q3 comparator,Events comparator,Unit/scale,Reported P,Directly reported?,Derived/converted?,Derived effect measure,Derived effect,Exact 0-24 h postoperative opioid?,Primary opioid meta-analysis eligible?,Other analysis eligibility,Shared-control / multi-arm issue,Source-QC issue,Source location,Source PDF URL,Record status,V34 record ID,V34 audit row,V34 disposition,Raw statistic intervention,Raw dispersion intervention,Raw statistic comparator,Raw dispersion comparator,Minimum intervention,Maximum intervention,Minimum comparator,Maximum comparator,IQR width intervention,IQR width comparator,Analysis population,V34 source filename,V34 source quote,V34 eligibility,V34 eligibility reason,V34 RoB2 status,V34 endpoint class,V34 modality,V34 comparator class,V34 time class
Pan 2023,V34_B1_118,Group T — TEAS,Group C — control,Quality of recovery,Pain subscale,24 h after operation,Mean/SD,52.0,53.0,52.0,53.0,32.9,1.3,,,,,32.0,1.5,,,,,QoR-40 points,0.00*,Yes,No,,,No,No,"INCLUDE — Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",No (preserve trial strata where specified),NOT REPORTED,p. 816; Table 10,https://drive.google.com/file/d/19IZpaoI-iTQOr_XOTw-a17WTw_haz8q6/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0119,119,ADDED,32.9,1.3,32.0,1.5,,,,,,,Unstated,getfile.php-4.pdf,Pain 32.9±1.3 32.0±1.5 0.00*,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,QoR-40 subscale,TEAS,Usual care,24 h point
Pan 2023,V34_B1_119,Group T — TEAS,Group C — control,Quality of recovery,Total QoR-40 score,24 h after operation,Mean/SD,52.0,53.0,52.0,53.0,182.7,6.9,,,,,176.4,7.1,,,,,QoR-40 points,0.00*,Yes,No,,,No,No,"INCLUDE — Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",No (preserve trial strata where specified),NOT REPORTED,p. 816; Table 10,https://drive.google.com/file/d/19IZpaoI-iTQOr_XOTw-a17WTw_haz8q6/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0120,120,ADDED,182.7,6.9,176.4,7.1,,,,,,,Unstated,getfile.php-4.pdf,Total score 182.7±6.9 176.4±7.1 0.00*,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,QoR-40,TEAS,Usual care,24 h point
Lu 2022,V34_B1_120,TEAS,Control,Pain,VAS at rest,24 h after surgery,Median/range,50.0,50.0,47.0,47.0,,,2.2,,,,,,1.2,,,,VAS 0-10,0.41,Yes,No,,,No,No,NARRATIVE ONLY — Median and original dispersion preserved; no mean/SD conversion or MD pooling.,No (preserve trial strata where specified),"Table header states median (min, max).",p. 2874; Table 3,https://drive.google.com/file/d/12Y86huNMuLC8cPH-L2vwlEd7r1X1Qela/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0121,121,NOT_ANALYSIS_ELIGIBLE,2.2,"0.0, 10.0",1.2,0.0–8.1,0.0,10.0,0.0,8.1,,,Available-case,getfile.php-3.pdf,"24 h after surgery: VAS at rest ... 2.2(0.0, 10.0) ... 1.2(0.0–8.1) 0.41",NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,Pain — rest,TEAS,Sham,24 h point
Lu 2022,V34_B1_121,TEAS,Control,Pain,VAS at cough,24 h after surgery,Median/range,50.0,50.0,47.0,47.0,,,5.8,,,,,,5.5,,,,VAS 0-10,0.94,Yes,No,,,No,No,NARRATIVE ONLY — Median and original dispersion preserved; no mean/SD conversion or MD pooling.,No (preserve trial strata where specified),"Table header states median (min, max).",p. 2874; Table 3,https://drive.google.com/file/d/12Y86huNMuLC8cPH-L2vwlEd7r1X1Qela/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0122,122,NOT_ANALYSIS_ELIGIBLE,5.8,"0.4, 10.0",5.5,1.4–10.0,0.4,10.0,1.4,10.0,,,Available-case,getfile.php-3.pdf,"24 h after surgery: VAS at cough ... 5.8(0.4, 10.0) ... 5.5(1.4–10.0) 0.94",NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,Pain — cough,TEAS,Sham,24 h point
Lu 2022,V34_B1_122,TEAS,Control,Pain,VAS at rest,48 h after surgery,Median/range,50.0,50.0,47.0,47.0,,,1.2,,,,,,1.6,,,,VAS 0-10,0.80,Yes,No,,,No,No,NARRATIVE ONLY — Median and original dispersion preserved; no mean/SD conversion or MD pooling.,No (preserve trial strata where specified),"Table header states median (min, max).",p. 2874; Table 3,https://drive.google.com/file/d/12Y86huNMuLC8cPH-L2vwlEd7r1X1Qela/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0123,123,NOT_ANALYSIS_ELIGIBLE,1.2,"0.0, 6.7",1.6,0.0–6.0,0.0,6.7,0.0,6.0,,,Available-case,getfile.php-3.pdf,"48 h after surgery: VAS at rest ... 1.2(0.0, 6.7) ... 1.6(0.0–6.0) 0.80",NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,Pain — rest,TEAS,Sham,48h after surgery
Lu 2022,V34_B1_123,TEAS,Control,Pain,VAS at cough,48 h after surgery,Median/range,50.0,50.0,47.0,47.0,,,5.0,,,,,,5.0,,,,VAS 0-10,0.98,Yes,No,,,No,No,NARRATIVE ONLY — Median and original dispersion preserved; no mean/SD conversion or MD pooling.,No (preserve trial strata where specified),"Table header states median (min, max).",p. 2874; Table 3,https://drive.google.com/file/d/12Y86huNMuLC8cPH-L2vwlEd7r1X1Qela/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0124,124,NOT_ANALYSIS_ELIGIBLE,5.0,"0.3, 10.0",5.0,"0.7, 10.0",0.3,10.0,0.7,10.0,,,Available-case,getfile.php-3.pdf,"48 h after surgery: VAS at cough ... 5.0(0.3, 10.0) ... 5.0(0.7, 10.0) 0.98",NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,Pain — cough,TEAS,Sham,48h after surgery
Lu 2022,V34_B1_124,TEAS,Control,Pain,VAS at rest,72 h after surgery,Median/range,50.0,50.0,47.0,47.0,,,0.6,,,,,,1.0,,,,VAS 0-10,0.05,Yes,No,,,No,No,NARRATIVE ONLY — Median and original dispersion preserved; no mean/SD conversion or MD pooling.,No (preserve trial strata where specified),"Table header states median (min, max).",p. 2874; Table 3,https://drive.google.com/file/d/12Y86huNMuLC8cPH-L2vwlEd7r1X1Qela/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0125,125,NOT_ANALYSIS_ELIGIBLE,0.6,"0.0, 5.0",1.0,"0.0, 6.2",0.0,5.0,0.0,6.2,,,Available-case,getfile.php-3.pdf,"72 h after surgery: VAS at rest ... 0.6(0.0, 5.0) ... 1.0(0.0, 6.2) 0.05",NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,Pain — rest,TEAS,Sham,72h after surgery
Lu 2022,V34_B1_125,TEAS,Control,Pain,VAS at cough,72 h after surgery,Median/range,50.0,50.0,47.0,47.0,,,3.5,,,,,,4.0,,,,VAS 0-10,0.33,Yes,No,,,No,No,NARRATIVE ONLY — Median and original dispersion preserved; no mean/SD conversion or MD pooling.,No (preserve trial strata where specified),"Table header states median (min, max).",p. 2874; Table 3,https://drive.google.com/file/d/12Y86huNMuLC8cPH-L2vwlEd7r1X1Qela/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0126,126,NOT_ANALYSIS_ELIGIBLE,3.5,"0.1, 10.0",4.0,"0.3, 10.0",0.1,10.0,0.3,10.0,,,Available-case,getfile.php-3.pdf,"72 h after surgery: VAS at cough ... 3.5(0.1, 10.0) ... 4.0(0.3, 10.0) 0.33",NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,Pain — cough,TEAS,Sham,72h after surgery
Lu 2022,V34_B1_126,TEAS,Control,PONV,PONV incidence,24 h after surgery,Events/total,50.0,50.0,47.0,47.0,,,,,,30.0,,,,,,22.0,participants,0.17,Yes,No,,,No,No,"INCLUDE — Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",No (preserve trial strata where specified),The paper reports these as PONV at each assessment time; it does not state that these are cumulative non-overlapping intervals.,p. 2874; Table 3,https://drive.google.com/file/d/12Y86huNMuLC8cPH-L2vwlEd7r1X1Qela/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0127,127,ADDED,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,,,,,,,Available-case,getfile.php-3.pdf,"24 h after surgery: PONV, n (%) 30 ... 22 ... 0.17",INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,PONV composite,TEAS,Sham,24 h point
Lu 2022,V34_B1_127,TEAS,Control,PONV,PONV incidence,48 h after surgery,Events/total,50.0,50.0,47.0,47.0,,,,,,10.0,,,,,,9.0,participants,0.76,Yes,No,,,No,No,"INCLUDE — Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",No (preserve trial strata where specified),The paper reports these as PONV at each assessment time; it does not state that these are cumulative non-overlapping intervals.,p. 2874; Table 3,https://drive.google.com/file/d/12Y86huNMuLC8cPH-L2vwlEd7r1X1Qela/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0128,128,ADDED,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,,,,,,,Available-case,getfile.php-3.pdf,"48 h after surgery: PONV, n (%) 10 ... 9 ... 0.76",INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,PONV composite,TEAS,Sham,48h after surgery
Lu 2022,V34_B1_128,TEAS,Control,PONV,PONV incidence,72 h after surgery,Events/total,50.0,50.0,47.0,47.0,,,,,,8.0,,,,,,4.0,participants,0.23,Yes,No,,,No,No,"INCLUDE — Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",No (preserve trial strata where specified),The paper reports these as PONV at each assessment time; it does not state that these are cumulative non-overlapping intervals.,p. 2874; Table 3,https://drive.google.com/file/d/12Y86huNMuLC8cPH-L2vwlEd7r1X1Qela/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0129,129,ADDED,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,,,,,,,Available-case,getfile.php-3.pdf,"72 h after surgery: PONV, n (%) 8 ... 4 ... 0.23",INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,PONV composite,TEAS,Sham,72h after surgery
Lu 2022,V34_B1_129,TEAS,Control,Quality of recovery,QoR-15 score,24 h after surgery,Median/range,50.0,50.0,47.0,47.0,,,54.5,,,,,,59.0,,,,QoR-15 points,0.01,Yes,No,,,No,No,"HOLD — Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC.",No (preserve trial strata where specified),"Major internal conflict: Results prose reports 24-h QoR-15 as 50.5 (IQR 42.3–61.8) vs 44.5 (IQR 35.0–57.0), P=0.04, whereas Table 3 reports the values in this row and labels them median (min,max). Both locations should be preserved; this extraction uses the table per protocol.",p. 2875; Table 3 (continued),https://drive.google.com/file/d/12Y86huNMuLC8cPH-L2vwlEd7r1X1Qela/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0130,130,AMBIGUOUS_HOLD,54.5,"15.0, 92.0",59.0,"27.0, 136.0",15.0,92.0,27.0,136.0,,,Available-case,getfile.php-3.pdf,"24 h after surgery 54.5(15.0, 92.0) 59.0(27.0, 136.0) 0.01 /",HOLD,"Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC.",ROB2_RESULT_SPECIFIC_PENDING,QoR-15,TEAS,Sham,24 h point
Lu 2022,V34_B1_130,TEAS,Control,Quality of recovery,QoR-15 score,48 h after surgery,Median/range,50.0,50.0,47.0,47.0,,,59.0,,,,,,62.0,,,,QoR-15 points,0.35,Yes,No,,,No,No,NARRATIVE ONLY — Median and original dispersion preserved; no mean/SD conversion or MD pooling.,No (preserve trial strata where specified),"Table header states median (min, max).",p. 2875; Table 3 (continued),https://drive.google.com/file/d/12Y86huNMuLC8cPH-L2vwlEd7r1X1Qela/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0131,131,NOT_ANALYSIS_ELIGIBLE,59.0,"35.0, 104.0",62.0,"0.0, 130.0",35.0,104.0,0.0,130.0,,,Available-case,getfile.php-3.pdf,"48 h after surgery 59.0(35.0, 104.0) 62.0(0.0, 130.0) 0.35 /",NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,QoR-15,TEAS,Sham,48h after surgery
Lu 2022,V34_B1_131,TEAS,Control,Quality of recovery,QoR-15 score,72 h after surgery,Median/range,50.0,50.0,47.0,47.0,,,67.0,,,,,,67.0,,,,QoR-15 points,0.75,Yes,No,,,No,No,NARRATIVE ONLY — Median and original dispersion preserved; no mean/SD conversion or MD pooling.,No (preserve trial strata where specified),"Table header states median (min, max).",p. 2875; Table 3 (continued),https://drive.google.com/file/d/12Y86huNMuLC8cPH-L2vwlEd7r1X1Qela/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0132,132,NOT_ANALYSIS_ELIGIBLE,67.0,"31.0, 113.0",67.0,"11.0, 136.0",31.0,113.0,11.0,136.0,,,Available-case,getfile.php-3.pdf,"72 h after surgery 67.0(31.0, 113.0) 67.0(11.0, 136.0) 0.75 /",NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,QoR-15,TEAS,Sham,72h after surgery
Lu 2022,V34_B1_132,TEAS,Control,Opioid demand,PCA attempts,48 h after surgery,Median/range,50.0,50.0,47.0,47.0,,,13.0,,,,,,26.0,,,,PCA attempts,0.002,Yes,No,,,No,No,NARRATIVE ONLY — Median and original dispersion preserved; no mean/SD conversion or MD pooling.,No (preserve trial strata where specified),Counts of button attempts; not opioid dose.,p. 2874; Table 3,https://drive.google.com/file/d/12Y86huNMuLC8cPH-L2vwlEd7r1X1Qela/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0133,133,NOT_ANALYSIS_ELIGIBLE,13.0,"5.0, 22.0",26.0,"11.5, 45.5",5.0,22.0,11.5,45.5,,,Available-case,getfile.php-3.pdf,"48 h after surgery: PCA attempts 13.0(5.0, 22.0) 26.0(11.5, 45.5) 0.002",NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,PCA/PCIA button presses,TEAS,Sham,48h after surgery
Lu 2022,V34_B1_133,TEAS,Control,Opioid demand,Successful PCA deliveries,48 h after surgery,Median/range,50.0,50.0,47.0,47.0,,,7.0,,,,,,16.5,,,,PCA deliveries,0.001,Yes,No,,,No,No,NARRATIVE ONLY — Median and original dispersion preserved; no mean/SD conversion or MD pooling.,No (preserve trial strata where specified),Number of PCA deliveries; not opioid dose.,p. 2874; Table 3,https://drive.google.com/file/d/12Y86huNMuLC8cPH-L2vwlEd7r1X1Qela/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0134,134,NOT_ANALYSIS_ELIGIBLE,7.0,"3.0, 14.0",16.5,"8.0, 35.0",3.0,14.0,8.0,35.0,,,Available-case,getfile.php-3.pdf,"48 h after surgery: PCA deliveries 7.0(3.0, 14.0) 16.5(8.0, 35.0) 0.001",NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,PCA deliveries / bolus count,TEAS,Sham,48h after surgery
Lu 2022,V34_B1_134,TEAS,Control,Opioid demand,PCA attempts,72 h after surgery,Median/range,50.0,50.0,47.0,47.0,,,13.0,,,,,,24.5,,,,PCA attempts,0.002,Yes,No,,,No,No,NARRATIVE ONLY — Median and original dispersion preserved; no mean/SD conversion or MD pooling.,No (preserve trial strata where specified),Counts of button attempts; not opioid dose.,p. 2874; Table 3,https://drive.google.com/file/d/12Y86huNMuLC8cPH-L2vwlEd7r1X1Qela/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0135,135,NOT_ANALYSIS_ELIGIBLE,13.0,"5.0, 24.0",24.5,"13.0, 46.0",5.0,24.0,13.0,46.0,,,Available-case,getfile.php-3.pdf,"72 h after surgery: PCA attempts 13.0(5.0, 24.0) 24.5(13.0, 46.0) 0.002",NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,PCA/PCIA button presses,TEAS,Sham,72h after surgery
Lu 2022,V34_B1_135,TEAS,Control,Opioid demand,Successful PCA deliveries,72 h after surgery,Median/range,50.0,50.0,47.0,47.0,,,7.0,,,,,,16.5,,,,PCA deliveries,0.003,Yes,No,,,No,No,NARRATIVE ONLY — Median and original dispersion preserved; no mean/SD conversion or MD pooling.,No (preserve trial strata where specified),Number of PCA deliveries; not opioid dose.,p. 2874; Table 3,https://drive.google.com/file/d/12Y86huNMuLC8cPH-L2vwlEd7r1X1Qela/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0136,136,NOT_ANALYSIS_ELIGIBLE,7.0,"3.0, 20.0",16.5,"10.0, 36.0",3.0,20.0,10.0,36.0,,,Available-case,getfile.php-3.pdf,"72 h after surgery: PCA deliveries 7.0(3.0, 20.0) 16.5(10.0, 36.0) 0.003",NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,PCA deliveries / bolus count,TEAS,Sham,72h after surgery
Lu 2022,V34_B1_136,TEAS,Control,Functional recovery,Time to first oral intake of water,Postoperative,Mean/SD,50.0,50.0,47.0,47.0,33.5,22.3,,,,,28.9,17.5,,,,,hours,0.28,Yes,No,,,No,No,"INCLUDE — Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",No (preserve trial strata where specified),NOT REPORTED,p. 2874; Table 3,https://drive.google.com/file/d/12Y86huNMuLC8cPH-L2vwlEd7r1X1Qela/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0137,137,ADDED,33.5,22.3,28.9,17.5,,,,,,,Available-case,getfile.php-3.pdf,"Time to first oral intake of water, h 33.5±22.3 28.9±17.5 0.28 /",INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,GI — oral intake,TEAS,Sham,postoperative
Li 2021,V34_B1_138,Group T — TEAS,Group S — sham,PONV,PONV occurrence,6 h post-OP,Events/total,140.0,140.0,140.0,140.0,,,,,,51.0,,,,,,100.0,participants,0.000**,Yes,No,,,No,No,"INCLUDE — Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",No (preserve trial strata where specified),These are assessment-time PONV occurrence counts as printed; the article does not relabel them as cumulative 0–x-hour windows.,p. 215; Table 5,https://drive.google.com/file/d/1NvcLlsb17N6EMhtHs_L_WBnf40wsrtRz/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0139,139,ADDED,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,,,,,,,Unstated,covidence_437_full_article.pdf,6 h post-OP ... PONV occurred: 51 ... 100 ... 0.000**,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,PONV composite,TEAS,Sham,6h post-op
