Canonicalstudy,ComparisonID,Interventionarm,Comparatorarm,Outcomefamily,Outcomeresult,Timepointwindow,Datatype,Randomizednintervention,Randomizedncomparator,Analyzednintervention,Analyzedncomparator,Meanintervention,SDintervention,Medianintervention,Q1intervention,Q3intervention,Eventsintervention,Meancomparator,SDcomparator,Mediancomparator,Q1comparator,Q3comparator,Eventscomparator,Unitscale,ReportedP,Directlyreported,Derivedconverted,Derivedeffectmeasure,Derivedeffect,Exact024hpostoperativeopioi,Primaryopioidmetaanalysiseli,Otheranalysiseligibility,Sharedcontrolmultiarmissue,SourceQCissue,Sourcelocation,SourcePDFURL,Recordstatus,AFlockIDs,AFtargets,AFendpointstratums,AFreconciliationactions,AFincludestrict,AFincludesensitivity,AFoverallRoB,AFunresolvedpriority,AFholdexcludenote,AFsourcetruthresults
Wong 2006,WONG06_EA_vs_SHAM_MORPHD2,Postoperative electroacupuncture,Nonpenetrating sham acupuncture,Opioid consumption,IV PCA morphine consumption,Day 2,Mean/SD,13,14,13,12,7.5,5,,,,,15.7,12,,,,,mg IV morphine,0.035,Yes,No,MD,-8.199999999999999,No,No,Eligible only at the published postoperative-day/3-day window; not a strict 0-24-h endpoint,No,Both groups also received scheduled oral dextropropoxyphene. Two randomized sham patients were excluded after serious postoperative complications.,Table 2 / postoperative PCA morphine,https://drive.google.com/file/d/1-XmRdgXyZmOmKIDRhL80sxha5M2P00jd/view?usp=drivesdk,SOURCE-VERIFIED / DAY-LABEL WINDOW QC,,,,,0,0,,,,
Wong 2006,WONG06_EA_vs_SHAM_MORPHTOTAL,Postoperative electroacupuncture,Nonpenetrating sham acupuncture,Opioid consumption,IV PCA morphine consumption,First 3 postoperative days total,Mean/SD,13,14,13,12,33.9,12.8,,,,,42.3,21.3,,,,,mg IV morphine,0.25,Yes,No,MD,-8.399999999999999,No,No,Eligible only at the published postoperative-day/3-day window; not a strict 0-24-h endpoint,No,Both groups also received scheduled oral dextropropoxyphene. Two randomized sham patients were excluded after serious postoperative complications.,Table 2 / postoperative PCA morphine,https://drive.google.com/file/d/1-XmRdgXyZmOmKIDRhL80sxha5M2P00jd/view?usp=drivesdk,SOURCE-VERIFIED / DAY-LABEL WINDOW QC,B-002,B,B_0-72h_cumulative_opioid,MATCHED,0,1,Some concerns,,,33.9±12.8 vs 42.3±21.3 mg
Wong 2006,WONG06_EA_vs_SHAM_OPIOID24,Postoperative electroacupuncture,Nonpenetrating sham acupuncture,Opioid consumption,Exact total opioid exposure,0-24 h,Not reported,13,14,13,12,,,,,,,,,,,,,mg MME,,No,No,,,No,No,Not eligible for strict 24-h opioid/MME meta-analysis,No,Day labels are not defined as exact consecutive 24-h windows and scheduled dextropropoxyphene contributes additional opioid exposure.,Timing/analgesia protocol,https://drive.google.com/file/d/1-XmRdgXyZmOmKIDRhL80sxha5M2P00jd/view?usp=drivesdk,MISSING / EXACT 24H TOTAL NOT REPORTED,,,,,0,0,,,,
El-Rakshy 2009,ELR09_EA_vs_CTRL_MORPH24,Intraoperative EA + PCA,PCA alone/no acupuncture,Opioid consumption,Total IV morphine analgesia,First 24 h,Mean/SD,,,42,53,35.3,18,,,,,36.9,18,,,,,mg IV morphine,0.961,Yes,No,MD,-1.600000000000001,Yes,Yes,Eligible only with outcome-specific denominators exactly as printed,No,Publication has irreconcilable allocation/analyzed group labels. Use Table 2 n=42 EA and n=53 control for this result; do not substitute overall study denominators.,Table 2 / total analgesia in 24 h,https://drive.google.com/file/d/12AfIox-MgnMU15U-mdvZgaTKnukXKvAR/view?usp=drivesdk,SOURCE-VERIFIED / OUTCOME-SPECIFIC DENOMINATORS,F-postop-dose-007,F-postop-dose,F_postop_delivered_dose_or_solution,MATCHED,0,1,High,P2,,35.3±18.0 vs36.9±18.0 mg
El-Rakshy 2009,ELR09_EA_vs_CTRL_MORPH4,Intraoperative EA + PCA,PCA alone/no acupuncture,Opioid consumption,Total IV morphine analgesia,First 4 h,Mean/SD,,,40,53,13.4,7.5,,,,,13.2,8.6,,,,,mg IV morphine,0.675,Yes,No,MD,.2000000000000011,No,No,Eligible for 4-h opioid analysis only,No,Again preserve outcome-specific n=40 EA and n=53 control.,Table 2 / first 4 h,https://drive.google.com/file/d/12AfIox-MgnMU15U-mdvZgaTKnukXKvAR/view?usp=drivesdk,SOURCE-VERIFIED / OUTCOME-SPECIFIC DENOMINATORS,,,,,0,0,,,,
An 2014,AN14_EA_vs_CTRL_FENT48,Intraoperative electroacupuncture,No acupuncture control,Opioid consumption,Total postoperative fentanyl PCIA dose,Through reported 48-h PCIA period,Mean/SD,45,43,41,40,.67,.09,,,,,.73,.12,,,,,mg fentanyl,NS,Yes,No,MD,-.0599999999999999,No,No,Eligible for 48-h fentanyl analysis; not a 24-h endpoint,No,Seven of 88 randomized patients were excluded from analysis; total fentanyl is not isolated to 0-24 h.,Opioid/PCIA results,https://drive.google.com/file/d/1Ygu3g28udKuPe0OS95oge2ryIGNeJ0te/view?usp=drivesdk,SOURCE-VERIFIED / ATTRITION + 48H WINDOW,A-003,A,A_0-48h_cumulative_opioid,MATCHED,1,0,Some concerns,P1,,0.67±0.09 vs 0.73±0.12 mg
An 2014,AN14_EA_vs_CTRL_OPIOID24,Intraoperative electroacupuncture,No acupuncture control,Opioid consumption,Exact cumulative postoperative fentanyl,0-24 h,Not reported,45,43,41,40,,,,,,,,,,,,,mg/µg fentanyl,,No,No,,,No,No,Not eligible for continuous 24-h opioid/MME meta-analysis,No,Published bolus activity is split 0-6 h and 6-48 h; exact 0-24-h fentanyl cannot be reconstructed.,PCIA results,https://drive.google.com/file/d/1Ygu3g28udKuPe0OS95oge2ryIGNeJ0te/view?usp=drivesdk,MISSING / 24H NOT RECONSTRUCTABLE,,,,,0,0,,,,
Chen 2015,CHEN15Q_TEAS_vs_CTRL_QOR40,Preoperative TEAS,Electrodes/device with no stimulation,Quality of recovery,Global QoR-40,24 h,Median/IQR,42,42,41,42,,,183,172,190,,,,168,154,183,,QoR-40 points,<0.001,Yes,No,,,No,No,Eligible for 24-h QoR analysis using median/IQR methods,No,One TEAS participant excluded for protocol breach; active 6-9 mA stimulation vs no-current control may compromise patient blinding for a patient-reported primary outcome.,Table 2 / global QoR-40,https://drive.google.com/file/d/1ZtE8GImDcpDJH1tOvzqazoh_S4Gd67oH/view?usp=drivesdk,SOURCE-VERIFIED / SUBJECTIVE BLINDING QC,,,,,0,0,,,,
Chen 2015,CHEN15Q_TEAS_vs_CTRL_PONV24,Preoperative TEAS,Electrodes/device with no stimulation,PONV,PONV incidence,0-24 h,Events/total,42,42,41,42,,,,,,10,,,,,,26,participants,0.001,Yes,No,RR,.3939962476547842,No,No,Eligible for dichotomous 24-h PONV analysis,No,Use analyzed denominators 41 and 42.,Table 3 / PONV,https://drive.google.com/file/d/1ZtE8GImDcpDJH1tOvzqazoh_S4Gd67oH/view?usp=drivesdk,SOURCE-VERIFIED,,,,,0,0,,,,
Chen 2015,CHEN15Q_TEAS_vs_CTRL_RESCUEMORPH24,Preoperative TEAS,Electrodes/device with no stimulation,Opioid consumption,Cumulative rescue IV morphine dose derived from fixed 2-mg rescue administrations,0-24 h,Median/IQR,42,42,41,42,,,2,2,6,,,,7,4,14,,mg IV morphine,0.004,No,Yes,,,Yes,Conditional,Potentially eligible as a derived median/IQR 24-h morphine endpoint,No,"Source reports rescue-administration count 1 (1-3) vs 3.5 (2-7); each rescue administration was fixed at morphine 2 mg. Linear conversion to mg is exact, but the source itself reports counts rather than dose.",Methods + Table 3,https://drive.google.com/file/d/1ZtE8GImDcpDJH1tOvzqazoh_S4Gd67oH/view?usp=drivesdk,DERIVED FROM FIXED 2-MG RESCUE DOSE,,,,,0,0,,,,
Chen 2015 (Hyperalgesia),CHEN15H_TEAS_vs_SHAM_RESCUECOUNT24,Preoperative TEAS,Electrodes/no-current sham,Opioid demand,Cumulative number of rescue sufentanil PCIA boluses,0-24 h,Median/IQR,30,30,29,30,,,3,2,4,,,,7,6,8,,boluses,<0.001,Yes,No,,,Yes,No,Eligible as 24-h rescue-bolus count; shared with fixed 0.05 µg/kg bolus protocol,No,One TEAS participant excluded for protocol breach. Do not convert using group-average body weight to absolute µg.,Table 2 / cumulative rescue analgesia,https://drive.google.com/file/d/13YKAZZsc2VQEPqkw1Ye40BYDZSRpI6N3/view?usp=drivesdk,SOURCE-VERIFIED / ATTRITION QC,F-rescue-opioid-002,F-rescue-opioid,F_rescue_opioid,MATCHED,1,0,Some concerns,,,3 (2–4) vs7 (6–8); P<0.001
Chen 2015 (Hyperalgesia),CHEN15H_TEAS_vs_SHAM_SUFKG24,Preoperative TEAS,Electrodes/no-current sham,Opioid consumption,Derived cumulative sufentanil dose from fixed 0.05 µg/kg bolus,0-24 h,Median/IQR,30,30,29,30,,,.15,.1,.2,,,,.35,.3,.4,,µg/kg sufentanil,<0.001,No,Yes,,,Yes,Conditional,Potentially eligible as weight-normalized 24-h opioid endpoint if protocol accepts µg/kg,No,Exact linear conversion from 0.05 µg/kg per bolus × reported bolus count. Do not convert to absolute µg or MME without individual body weights.,PCIA protocol + Table 2,https://drive.google.com/file/d/13YKAZZsc2VQEPqkw1Ye40BYDZSRpI6N3/view?usp=drivesdk,DERIVED / WEIGHT-NORMALIZED,,,,,0,0,,,,
Chen 2015 (Hyperalgesia),CHEN15H_TEAS_vs_SHAM_PONV24,Preoperative TEAS,Electrodes/no-current sham,PONV,PONV incidence,0-24 h,Events/total,30,30,29,30,,,,,,5,,,,,,13,participants,0.03,Yes,No,RR,.3978779840848807,No,No,Eligible for dichotomous 24-h PONV analysis,No,Use 29 analyzed TEAS and 30 control; one TEAS protocol-breach exclusion.,Table 2 / PONV,https://drive.google.com/file/d/13YKAZZsc2VQEPqkw1Ye40BYDZSRpI6N3/view?usp=drivesdk,SOURCE-VERIFIED,,,,,0,0,,,,
Ao 2021,AO21_TEAS_vs_SHAM_PCA48,Repeated perioperative TEAS,Sham/no current,Opioid demand,Cumulative PCA solution consumption,48 h,Mean/SD,35,35,32,33,102.8,7.4,,,,,120.6,9.199999999999999,,,,,mL PCA solution,NR,Yes,No,MD,-17.8,No,No,Eligible as directly reported 48-h PCA-volume outcome; not as 24-h opioid dose,No,Exact 24-h sufentanil total is not reported; the earlier 24-h VAS row is graph-digitized and remains derived.,48-h PCA result,https://drive.google.com/file/d/1tNFnY0fJpx53hrtY4DIaE1RsNjE55Xvd/view?usp=drivesdk,SOURCE-VERIFIED / 48H ONLY,F-PCA-003,F-PCA,F_PCA_behavior,MATCHED,0,1,Some concerns,,,102.8±7.4 vs120.6±9.2 mL;6.2±3.7 vs12.3±4.6 presses
Chen 2020,CHEN20_TEAS_vs_SHAM_SUF48,Perioperative TEAS,Sham low/zero-current protocol,Opioid consumption,Cumulative postoperative PCIA sufentanil consumption,0-48 h,Mean/SD,40,40,40,40,118.52,9.77,,,,,140.15,7.87,,,,,µg sufentanil,<0.001,Yes,No,MD,-21.63,No,No,Target A strict 0-48 h cumulative opioid,No,48-h cumulative pump result; preserve native µg. Registration retrospective.,"Secondary endpoints / Figure 4, 48-h cumulative PCIA sufentanil",https://drive.google.com/file/d/1y0_cC1NCl5g2vYxDMOtYmxVA_YEE-rsR/view?usp=drivesdk,SOURCE-VERIFIED / AF-NORMALIZED,A-001,A,A_0-48h_cumulative_opioid,NORMALIZED_V22,1,0,Some concerns,,,118.52±9.77 vs 140.15±7.87 μg
Yang 2024,YANG24_EA_vs_UC_MORPH72,Perioperative EA + usual care,Usual care,Opioid consumption,Cumulative morphine use via IV PCA,0-72 h / POD1-3,Mean/SD,90,90,90,90,127,12,,,,,127.5,12.5,,,,,mg morphine,0.785,Yes,No,MD,-.5,No,No,Target B strict 0-72 h cumulative opioid,No,Extracted from PCA device records; full ITT.,Table 3 / cumulative POD1-3 morphine use,https://drive.google.com/file/d/160N3psd5tLEphwXHJzUEZ3uJfaIXcs5V/view?usp=drivesdk,SOURCE-VERIFIED / AF-NORMALIZED,B-001,B,B_0-72h_cumulative_opioid,NORMALIZED_V22,1,0,Some concerns,P2,,127.0±12.0 vs 127.5±12.5 mg
Yang 2024,YANG24_EA_vs_UC_NAUSEA24,Perioperative EA + usual care,Usual care,PONV,Postoperative nausea incidence,0-24 h,Events/total,90,90,90,90,,,,,,24,,,,,,40,participants,0.013,Yes,No,RR,.6,No,No,Separate 0-24 h nausea analysis; do not combine with vomiting/PONV composite,No,Nausea is subjective in an open-label EA-vs-usual-care comparison; result-specific High RoB.,Table 3 / 0-24 h nausea,https://drive.google.com/file/d/160N3psd5tLEphwXHJzUEZ3uJfaIXcs5V/view?usp=drivesdk,SOURCE-VERIFIED / AF-NORMALIZED,D-006,D,D_nausea_0-24h,NORMALIZED_V22,1,0,High,P2,,24/90 vs 40/90
Hou 2023,HOU23_TEAS_vs_SHAM_REMI,Perioperative TEAS,Sham/no-current TEAS,Intraoperative opioid,Intraoperative remifentanil consumption,Intraoperative,Median/IQR,37,37,36,36,,,950,750,1238,,,,1000,881,1144,,µg remifentanil,0.572,Yes,No,,,No,No,Target F titrated intraoperative opioid candidate,No,TCI target 2.0-3.0 ng/mL; detailed within-range titration algorithm not reported.,Intraoperative anesthetic-consumption result,https://drive.google.com/file/d/161WdTRehgwvDHvQ8OkRf8U9TbUmVQgaR/view?usp=drivesdk,SOURCE-VERIFIED / AF-NORMALIZED,F-intra-002,F-intra,F_intraop_titrated_requirement,NORMALIZED_V22,1,0,Some concerns,,,950 (750–1238) vs1000 (881–1144) μg; P=0.572
Yang 2024,YANG24_EA_vs_UC_REMI,Perioperative EA + usual care,Usual care,Intraoperative opioid,Intraoperative remifentanil consumption,Intraoperative,Median/IQR,90,90,90,90,,,.5,.3,.6,,,,.5,.4,.7,,mg remifentanil,0.75,Yes,No,,,No,No,Target F titrated intraoperative opioid candidate,No,Preoperative EA occurred before surgery; anesthetist blinded.,Intraoperative anesthetic-consumption table,https://drive.google.com/file/d/160N3psd5tLEphwXHJzUEZ3uJfaIXcs5V/view?usp=drivesdk,SOURCE-VERIFIED / AF-NORMALIZED,F-intra-011,F-intra,F_intraop_titrated_requirement,NORMALIZED_V22,1,0,Some concerns,P2,,0.5 (0.3–0.6) vs0.5 (0.4–0.7) mg; P=0.75
Liang 2021,LIANG21_TEAS_vs_CTRL_REMI,Preoperative TEAS,Control/no stimulation,Intraoperative opioid,Intraoperative remifentanil consumption,Intraoperative,Mean/SD,37,38,35,35,521.5,206.8,,,,,464.7,156,,,,,µg remifentanil,NR; stated non-significant,Yes,No,MD,56.8,No,No,Target F sensitivity / titrated intraoperative opioid,No,Five randomized participants excluded; printed intraoperative sufentanil unit is likely erroneous and must not be silently corrected.,Table 1 / intraoperative anesthetic consumption,https://drive.google.com/file/d/1guriAcqNbJNXpfd_UjYwevULLVSeiHXS/view?usp=drivesdk,SOURCE-VERIFIED / AF-NORMALIZED,F-intra-012,F-intra,F_intraop_titrated_requirement,NORMALIZED_V22,0,1,Some concerns,P1,,"521.5±206.8 vs464.7±156.0 μg; exact P NR, stated NS"
Pan 2023,PAN23_TEAS_vs_CONTROL_REMI,TEAS,Control/usual care,Intraoperative opioid,Intraoperative remifentanil consumption,Intraoperative,Mean/SD,60,60,52,53,740.1,276.9,,,,,854,287.5,,,,,µg remifentanil,0.04,Yes,No,MD,-113.9,No,No,Target F sensitivity / High-RoB titrated intraoperative opioid,No,15/120 excluded; titrating anesthesiologist blinding not established.,Table 2 / intraoperative remifentanil dose,https://drive.google.com/file/d/19IZpaoI-iTQOr_XOTw-a17WTw_haz8q6/view?usp=drivesdk,SOURCE-VERIFIED / AF-NORMALIZED / HIGH ROB,F-intra-013,F-intra,F_intraop_titrated_requirement,NORMALIZED_V22,0,1,High,,,740.1±276.9 vs854.0±287.5 μg; P=0.04
Li 2022,LI22_EA_vs_SHAM_REMI_FIXED,Preoperative electroacupuncture,Sham electroacupuncture,Intraoperative opioid,Fixed-rate intraoperative remifentanil exposure,Intraoperative,Mean/SD,40,40,39,40,2009,143.2,,,,,1989,158.7,,,,,µg remifentanil,0.555,Yes,No,MD,20,No,No,Target F exposure-only; do not pool with titrated opioid requirement,No,Remifentanil fixed at 0.3 µg/kg/min; difference reflects exposure duration/body size rather than titration.,Intraoperative remifentanil total,https://drive.google.com/file/d/1rQTrwnCvj72poJrGGvYjpxSZXvUhSD0u/view?usp=drivesdk,SOURCE-VERIFIED / AF-NORMALIZED,F-exposure-001,F-exposure,F_intraop_fixed_or_unclear_exposure,NORMALIZED_V22,0,0,—,,DO NOT POOL with titrated,2009±143.2 vs1989±158.7 μg; P=0.555
Chen 2015 (Hyperalgesia),CHEN15H_TEAS_vs_SHAM_REMI_FIXED,Preoperative TEAS,Electrodes/no-current sham,Intraoperative opioid,Fixed-target intraoperative remifentanil exposure,Intraoperative,Mean/SD,30,30,29,30,1691,37,,,,,1718,43,,,,,µg remifentanil,0.461,Yes,No,MD,-27,No,No,Target F exposure-only; do not pool with titrated opioid requirement,No,Remifentanil maintained at fixed target 5.0 ng/mL; one TEAS participant excluded.,Intraoperative remifentanil exposure,https://drive.google.com/file/d/13YKAZZsc2VQEPqkw1Ye40BYDZSRpI6N3/view?usp=drivesdk,SOURCE-VERIFIED / AF-NORMALIZED,F-exposure-002,F-exposure,F_intraop_fixed_or_unclear_exposure,NORMALIZED_V22,0,0,Some concerns,,DO NOT POOL with titrated,1691±37 vs1718±43 μg; P=0.461
Xie 2014,XIE14_EAS_vs_SHAM_REMI,Active EAS PC4/PC6,Sham needling PC4/PC6,Intraoperative opioid,Intraoperative remifentanil exposure,Intraoperative,Mean/SD,20,20,20,20,1.89,.63,,,,,1.9,.59,,,,,mg remifentanil,NR; stated non-significant,Yes,No,MD,-.01,No,No,Target F exposure-only / separate from postoperative opioid signal,Yes,Three-arm trial; exact within-range titration algorithm and anesthesiologist masking not reported.,Table 1 / intraoperative remifentanil,https://drive.google.com/file/d/17faY_h0rMJTuhjPOC5PL_S59jYmHDPee/view?usp=drivesdk,SOURCE-VERIFIED / AF-NORMALIZED,F-exposure-003,F-exposure,F_intraop_fixed_or_unclear_exposure,NORMALIZED_V22,0,1,Some concerns,P1,,1.89±0.63 vs1.90±0.59 mg
Yao 2015,YAO15_TEAS_vs_CONTROL_RESCUECOUNT24,Preoperative TEAS,Control/no current,Rescue opioid use,Cumulative rescue sufentanil administrations,0-24 h,Median/IQR,37,37,35,36,,,1,1,3,,,,3.5,2,7.8,,administrations,0.004 in Table 3; 0.04 in prose,Yes,No,,,No,No,Target F rescue-opioid count; P1 publication discrepancy,No,VAS≥4 -> sufentanil 0.05 µg/kg IV. Preserve unresolved P-value discrepancy.,Table 3 / cumulative rescue analgesia administrations,https://drive.google.com/file/d/1OhcqPgP7chnaiBaZBPBAy4PQlSFMelfh/view?usp=drivesdk,SOURCE-VERIFIED / AF-NORMALIZED / P1 P-VALUE HOLD,F-rescue-opioid-001,F-rescue-opioid,F_rescue_opioid,NORMALIZED_V22,0,0,Some concerns,P1,UNRESOLVED P-value,1 (1–3) vs3.5 (2–7.8)
Chen 2015,CHEN15Q_TEAS_vs_CTRL_RESCUECOUNT24,Preoperative TEAS,Electrodes/device with no stimulation,Rescue opioid use,Cumulative rescue morphine administrations,0-24 h,Median/IQR,42,42,41,42,,,1,1,3,,,,3.5,2,7,,administrations of 2-mg IV morphine,0.004,Yes,No,,,No,No,Target F rescue-opioid count,No,Source reports count; exact pre-dose VAS trigger not separately stated. Existing v20 converted-dose row is retained separately.,24-h rescue-morphine result,https://drive.google.com/file/d/1ZtE8GImDcpDJH1tOvzqazoh_S4Gd67oH/view?usp=drivesdk,SOURCE-VERIFIED / AF-NORMALIZED,F-rescue-opioid-003,F-rescue-opioid,F_rescue_opioid,NORMALIZED_V22,1,0,Some concerns,,,1 (1–3) vs3.5 (2–7); P=0.004
Xie 2014,XIE14_EAS_vs_SHAM_DEZOCINE48,Active EAS PC4/PC6,Sham needling PC4/PC6,Rescue opioid use,Participants receiving rescue dezocine,Through postoperative 48 h,Events/total,20,20,20,20,,,,,,1,,,,,,6,participants,<0.05; exact pairwise P NR,Percentages directly reported; event counts reconstructed,Yes — counts derived from 5% and 30% with n=20/group,RR,.1666666666666667,No,No,Target F binary rescue-opioid-like outcome,Yes,Dezocine 5 mg IV at patient request; counts are derived from reported percentages.,Table 2 / rescue-dezocine rates,https://drive.google.com/file/d/17faY_h0rMJTuhjPOC5PL_S59jYmHDPee/view?usp=drivesdk,SOURCE-VERIFIED / AF-NORMALIZED,F-rescue-opioid-004,F-rescue-opioid,F_rescue_opioid,NORMALIZED_V22,1,0,Some concerns,P1,,5% vs30% (derived 1/20 vs6/20)
Yu 2020,YU20_TEAS_vs_CONTROL_RESCUE24,Preoperative TEAS,Control/no current,Rescue opioid use,Participants requiring rescue sufentanil,0-24 h,Events/total,30,30,30,30,,,,,,13,,,,,,24,participants,<0.01,Yes,No,RR,.5416666666666666,No,No,Target F binary rescue-opioid outcome,No,Rescue sufentanil dose and exact trigger not reported; registration retrospective.,24-h rescue-sufentanil result,https://drive.google.com/file/d/1fXpHc9FzhpPCkXto8c5lfcLoA3ROdOEz/view?usp=drivesdk,SOURCE-VERIFIED / AF-NORMALIZED,F-rescue-opioid-006,F-rescue-opioid,F_rescue_opioid,NORMALIZED_V22,1,0,Some concerns,,,13/30 vs24/30; P<0.01
Li 2022,LI22_EA_vs_SHAM_RESCUEFLURB48,Preoperative electroacupuncture,Sham electroacupuncture,Rescue analgesia,Participants receiving rescue flurbiprofen,0-48 h,Events/total,40,40,39,40,,,,,,0,,,,,,0,participants,Not estimable; double-zero,Yes,No,RR,,No,No,Target F non-opioid rescue evidence map only,No,Flurbiprofen 50 mg rescue; exact trigger/threshold not reported. Double-zero event.,Postoperative rescue-analgesia result,https://drive.google.com/file/d/1rQTrwnCvj72poJrGGvYjpxSZXvUhSD0u/view?usp=drivesdk,SOURCE-VERIFIED / AF-NORMALIZED,F-rescue-nonopioid-001,F-rescue-nonopioid,F_rescue_nonopioid,NORMALIZED_V22,0,0,—,,,0/39 vs0/40
Lu 2021,LU21_COMB_vs_SHAM_PARECOX24,Combined PC6+CV17 TEAS,Sham/no current,Rescue analgesia,Participants receiving rescue parecoxib,By 24 h,Events/total,190,188,190,188,,,,,,4,,,,,,7,participants,0.35 in Table 3; 0.58 in prose,Yes,No,RR,.5654135338345865,No,No,Target F non-opioid rescue; P1 publication discrepancy,Yes,NRS>4 -> parecoxib sodium 40 mg. Preserve P-value inconsistency.,Table 3 / rescue analgesia,https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,SOURCE-VERIFIED / AF-NORMALIZED / P1 P-VALUE HOLD,F-rescue-nonopioid-004,F-rescue-nonopioid,F_rescue_nonopioid,NORMALIZED_V22,0,0,Some concerns,P1,UNRESOLVED P-value,4/190 vs7/188
Wu 2025,WU25_TEAS_vs_SHAM_RESCUE_PARACET24,PACU TEAS,Sham/no current,Rescue analgesia,Compound paracetamol rescue-use metric,Initial 24 h,Mean/SD,50,50,50,50,.3,.5,,,,,.8,.9,,,,,published rescue-use metric; unit not clearly specified,0.001,Yes,No,MD,-.5,No,No,Target F medication-specific descriptive result only; do not collapse to opioid MME,No,VAS>4 triggered additional analgesia; rule for choosing among the three drugs and table units are unclear.,Table 2 / postoperative rescue medication use,https://drive.google.com/file/d/1ZV6JFjevGSPqnISdX61KPdcC_yEtq3vf/view?usp=drivesdk,SOURCE-VERIFIED / AF-NORMALIZED / UNIT-QC,F-mixed/undefined-003,F-mixed/undefined,F_rescue_mixed_or_undefined,NORMALIZED_V22,0,1,Some concerns,,,Medication-specific rows
Wu 2025,WU25_TEAS_vs_SHAM_RESCUE_OXYAPAP24,PACU TEAS,Sham/no current,Rescue analgesia,Oxycodone + acetaminophen rescue-use metric,Initial 24 h,Mean/SD,50,50,50,50,.3,.5,,,,,.3,.6,,,,,published rescue-use metric; unit not clearly specified,0.864,Yes,No,MD,0,No,No,Target F medication-specific descriptive result only; do not collapse to opioid MME,No,VAS>4 triggered additional analgesia; rule for choosing among the three drugs and table units are unclear.,Table 2 / postoperative rescue medication use,https://drive.google.com/file/d/1ZV6JFjevGSPqnISdX61KPdcC_yEtq3vf/view?usp=drivesdk,SOURCE-VERIFIED / AF-NORMALIZED / UNIT-QC,F-mixed/undefined-003,F-mixed/undefined,F_rescue_mixed_or_undefined,NORMALIZED_V22,0,1,Some concerns,,,Medication-specific rows
Wu 2025,WU25_TEAS_vs_SHAM_RESCUE_PARECOX24,PACU TEAS,Sham/no current,Rescue analgesia,Parecoxib sodium rescue-use metric,Initial 24 h,Mean/SD,50,50,50,50,4.8,13.1,,,,,11.2,18.1,,,,,published rescue-use metric; unit not clearly specified,0.046,Yes,No,MD,-6.399999999999999,No,No,Target F medication-specific descriptive result only; do not collapse to opioid MME,No,VAS>4 triggered additional analgesia; rule for choosing among the three drugs and table units are unclear.,Table 2 / postoperative rescue medication use,https://drive.google.com/file/d/1ZV6JFjevGSPqnISdX61KPdcC_yEtq3vf/view?usp=drivesdk,SOURCE-VERIFIED / AF-NORMALIZED / UNIT-QC,F-mixed/undefined-003,F-mixed/undefined,F_rescue_mixed_or_undefined,NORMALIZED_V22,0,1,Some concerns,,,Medication-specific rows
Liang 2021,LIANG21_TEAS_vs_CTRL_EXTRAANALG,Preoperative TEAS,Control/no stimulation,Rescue analgesia,Published 'extra analgesia' metric,Not reported,Unresolved reported metric,37,38,35,35,,,,,,,,,,,,,unresolved,0.045,"Yes — source reports 3.8 (1.9) vs 5.0 (2.9), but metric/unit are undefined",No,,,No,No,Exclude quantitative synthesis pending author clarification,No,"Source calls this 'number of patients' despite non-integer 3.8(1.9) vs5.0(2.9); drug, unit, trigger and time window not reported.",Table 4 / extra analgesia,https://drive.google.com/file/d/1guriAcqNbJNXpfd_UjYwevULLVSeiHXS/view?usp=drivesdk,SOURCE-VERIFIED / AF-NORMALIZED / P1 UNRESOLVED,F-mixed/undefined-004,F-mixed/undefined,F_rescue_mixed_or_undefined,NORMALIZED_V22,0,0,—,P1,EXCLUDE unresolved,3.8(1.9) vs5.0(2.9); P=0.045
Yang 2020,YANG20_EA_vs_UC_BUCINNAZINE,EA + usual care,Usual care,Rescue analgesia,Participants receiving rescue bucinnazine,Postoperative; exact cumulative window not reported,Events/total,30,29,29,28,,,,,,5,,,,,,7,participants,0.473,Yes,No,RR,.6896551724137931,No,No,Target F rescue evidence map; no fixed-time pool,No,VAS>3/10 -> bucinnazine100 mg IM; exact cumulative observation window not reported.,Table 3 / rescue medication,https://drive.google.com/file/d/1hsQR_K6W-5QNP4rqkVxHQaopRp4f1XF0/view?usp=drivesdk,SOURCE-VERIFIED / AF-NORMALIZED / WINDOW-QC,F-mixed/undefined-005,F-mixed/undefined,F_rescue_mixed_or_undefined,NORMALIZED_V22,0,0,Some concerns,P2,UNRESOLVED window,Bucinnazine 5/29 vs7/28; P=0.473
Yang 2024,YANG24_EA_vs_UC_BUCINNAZINE,Perioperative EA + usual care,Usual care,Rescue analgesia,Participants receiving rescue bucinnazine,Postoperative; exact cumulative window not reported,Events/total,90,90,90,90,,,,,,48,,,,,,64,participants,0.014,Yes,No,RR,.75,No,No,Target F rescue evidence map; no fixed-time pool,No,VAS≥4 or patient request -> bucinnazine100 mg IM; exact cumulative observation window not reported.,Table 2 / rescue medication,https://drive.google.com/file/d/160N3psd5tLEphwXHJzUEZ3uJfaIXcs5V/view?usp=drivesdk,SOURCE-VERIFIED / AF-NORMALIZED / WINDOW-QC,F-mixed/undefined-006,F-mixed/undefined,F_rescue_mixed_or_undefined,NORMALIZED_V22,0,0,Some concerns,P2,UNRESOLVED window,Bucinnazine 48/90 vs64/90; P=0.014
